species	Family	alt_mean	alt_min	alt_max	latitude_mean	latitude_min	latitude_max	mean_temp	min_temp	max_temp	litter_or_clutch_size_n	GenerationLength_d	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Gazella_subgutturosa	Bovidae	594.75	34	1397	35.30573125	28.8667	45.35215	175.25	29	253	1.39	2496.146667	9859211.307	28.5	20.952683
Genetta_genetta	Viverridae	555.622522142556	-1	3002	40.7945812673101	-33.93333	47.39226	129.375577003777	5	292	2.29	4194.899833	14117792.9	1.8	29.829472
Genetta_maculata	Viverridae	1251.92857142857	0	3876	-2.39253860465116	-24.45965	13.25	210.046511627907	71	271	2.3	2764.52	13018044.78	2.225	13.26898
Genetta_pardina	Viverridae	45	45	45	5.34087	5.34087	5.34087	263	263	263	2.355	4294.58	1453172.122	3.1	7.084974
Genetta_servalina	Viverridae	1290	246	3359	1.62838473684211	-1.34389	4.03333	207.789473684211	103	257	1.5	2211.9	3213470.624	1.055	6.072295
Genetta_tigrina	Viverridae	33	33	33	-34.11397	-34.35809	-33.86985	169.5	164	175	2.5	2498.9818	214112.571	2.225	2.020289
Geomys_breviceps	Geomyidae	106.242798353909	3	267	31.3279663129545	29.39807	34.5380688796864	190.679012345679	163	207	2.66	1126.8755	205589.2919	0.1052	0.412008
Geomys_bursarius	Geomyidae	642.740663900415	129	1795	37.2380366239382	31.49917	48.4120933362406	131.29356846473	38	185	3.39	1126.8755	1539960.551	0.2405	1.004686
Geomys_personatus	Geomyidae	74.2790697674419	3	341	27.6835375790497	26.407	29.29973	220.488636363636	202	231	3.195	1126.8755	35739.65354	0.397	0.587925
Geomys_pinetis	Geomyidae	31.8100558659218	0	205	30.0323511731619	27.25	33.04	202.594444444444	174	224	1.77	1126.8755	242870.3178	0.085	0.379666
Geomys_texensis	Geomyidae	438.025	224	567	30.6259512974511	29.131	31.00435	184.65	178	209	3.39	1126.8755	18311.07799	0.2594	0.402301
Georychus_capensis	Bathyergidae	56.2	7	108	-34.041905	-34.35809	-33.91667	166.666666666667	164	175	5.94	967.375	101248.9664	0.2327	0.194215
Geoxus_valdivianus	Cricetidae	882.864197530864	29	2506	-40.8248019350543	-50.40336	-37.8	79.1463414634146	40	120	3.4	589.3882991	233035.1865	0.0315	0.360724
Gerbilliscus_gambiana	Muridae	274.5	253	296	13.5	13	14	277	276	278	NA	682.2908	285200.5101	0.1145	0.748464
Gerbilliscus_guineae	Muridae	310.777777777778	243	417	9.52962777777778	7.6833	11.2	269.277777777778	263	280	NA	627.2105	902882.9204	0.1025	0.900744
Gerbilliscus_kempi	Muridae	532.268292682927	4	1170	6.89643414634146	-0.55	11.5333	257.512195121951	220	283	4.3	627.2105	4670174.41	0.101	1.273593
Gerbilliscus_leucogaster	Muridae	1029.23529411765	3	1717	-17.0425041176471	-26.9	-5.9333	215.039215686275	169	257	4.52	682.2908	5829822.61	0.0728	1.106866
Gerbilliscus_nigricaudus	Muridae	842.555555555556	39	1699	-2.46830394111385	-3.53333	0.601934529975354	230.666666666667	186	258	4.44	627.2105	618713.5679	0.123	0.921878
Gerbilliscus_phillipsi	Muridae	1441	1441	1441	9.93333	9.93333	9.93333	192	192	192	NA	627.2105	72783.51845	0.0629	0.394962
