species	Family	mean_temp	litter_or_clutch_size_n	GenerationLength_d	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Sorex_raddei	Soricidae	NA	2.69	332.82975	245999.1323	0.01	0.174573
Sorex_roboratus	Soricidae	-89.2727272727273	6.565	332.82975	9347045.695	0.0091	0.360384
Sorex_satunini	Soricidae	NA	6.295	422.8845979	413245.9111	0.0075	0.162301
Sorex_shinto	Soricidae	54.3333333333333	6.82	422.8845979	27775.59502	0.0059	0.077652
Sorex_tenellus	Soricidae	32.1538461538462	NA	422.8845979	65959.02465	0.0038	0.070543
Sorex_trowbridgii	Soricidae	97.3494077834179	4.155	422.8845979	378011.3894	0.0038	0.102845
Sorex_ugyunak	Soricidae	-110.595238095238	6.5	422.8845979	1400241.66	0.0036	0.131792
Sorex_unguiculatus	Soricidae	56.6666666666667	5.24	392.4667	1345095.165	0.0099	0.130891
Sorex_vagrans	Soricidae	84.6549707602339	5.545	542.7302833	1984087.152	0.0059	0.36372
Sorex_volnuchini	Soricidae	NA	5.905	332.82975	435910.6324	0.0055	0.13451
Sorex_yukonicus	Soricidae	-47.1666666666667	NA	422.8845979	34545.42871	0.0016	0.035185
Soriculus_nigrescens	Soricidae	129	4.89	379.2929563	137286.1266	0.014	0.191073
Sotalia_guianensis	Delphinidae	NA	NA	5069.79419	3888788.767	NA	NA
Sousa_chinensis	Delphinidae	NA	1	7300	19757935.27	280	324.764693
Spalax_ehrenbergi	Spalacidae	NA	3.24	1032.923574	499057.2905	0.176	0.662956
Spalax_graecus	Spalacidae	NA	2.76	717.7762436	46150.77124	0.325	0.556297
Spalax_leucodon	Spalacidae	102.583333333333	3.37	1032.923574	533424.6269	0.178	0.676768
Spalax_nehringi	Spalacidae	NA	3.5	717.7762436	598591.4299	0.176	0.689507
Spermophilus_alashanicus	Sciuridae	24.5	4.82	1053.682907	488907.8615	0.208	1.185067
Spermophilus_citellus	Sciuridae	91.2857142857143	6	953.1642	449431.2403	0.29	1.408688
Spermophilus_erythrogenys	Sciuridae	30	6.24	1053.682907	1860837.22	0.355	2.150505
Spermophilus_taurensis	Sciuridae	NA	NA	1053.682907	17788.06739	0.2007	0.567648
Spilogale_gracilis	Mephitidae	141.675257731959	5.07	1289.864667	7682625.902	0.5218	3.644724
Spilogale_putorius	Mephitidae	162.098901098901	5	1257.256817	2990070.958	0.341	4.701028
Stenella_attenuata	Delphinidae	NA	1	8395	215516021.1	57.4	196.470179
Stenella_clymene	Delphinidae	NA	1	8395	30255876.34	68	143.377852
Stenella_coeruleoalba	Delphinidae	NA	1.5	7926.62525	561125853.9	135.9	420.347716
Stenella_longirostris	Delphinidae	NA	0.99	8395	203768117.4	50.5	178.768773
Stenocephalemys_albipes	Muridae	NA	4.41	624.3996409	365519.9778	0.144	0.900881
Stenocephalemys_albocaudata	Muridae	111.5	NA	639.6318318	12299.10719	0.0857	0.321395
Stenocephalemys_griseicauda	Muridae	119.166666666667	NA	624.3996409	39481.67425	0.049	0.299816
Sturnira_erythromos	Phyllostomidae	165.463054187192	0.995	2064.27635	2565591.517	0.0151	0.243268
Sturnira_hondurensis	NA	NA	NA	NA	NA	NA	NA
Sturnira_lilium	Phyllostomidae	237.242246437552	1	2064.27635	15496998.09	0.0191	0.408409
Sturnira_luisi	Phyllostomidae	253	NA	2064.27635	456329.0049	0.021	0.201027
Sturnira_oporaphilum	Phyllostomidae	203.586956521739	0.99	2064.27635	1027443.12	0.0265	0.272366
Sturnira_paulsoni	NA	NA	NA	NA	NA	NA	NA
Sturnira_tildae	Phyllostomidae	252.053571428571	0.99	2064.27635	10795820.47	0.024	0.42851
Submyotodon_latirostris	NA	NA	NA	NA	NA	NA	NA
Suncus_etruscus	Soricidae	137.849040139616	3.955	590.755	3366308.743	0.0021	0.112641
Suncus_megalura	Soricidae	188.310344827586	1.89	590.755	4294604.817	0.0047	0.199255
Suncus_montanus	Soricidae	207.333333333333	3.05	363.52745	5438.266781	0.018	0.111836
Suncus_murinus	Soricidae	238.177419354839	3.05	363.52745	8527552.644	0.0615	1.206461
Suncus_varilla	Soricidae	155	3.395	590.755	2032827.496	0.005	0.176418
Sundamys_muelleri	Muridae	251.083333333333	3.8	639.6318318	1427386.446	0.227	1.570508
Sundasciurus_hippurus	Sciuridae	263	NA	1384.121263	1332616.348	0.4063	2.162346
Sundasciurus_lowii	Sciuridae	260.285714285714	2.5	1239.298869	1353008.977	0.0875	0.897499
Sundasciurus_tenuis	Sciuridae	259.588235294118	3	1239.298869	1226398.576	0.0738	0.79673
Sus_barbatus	Suidae	261	4	2555	598142.9512	70.5	35.239738
Sus_celebensis	Suidae	259	5.47	2086.55	183683.0664	55	23.677525
Sylvicapra_grimmia	Bovidae	198.446428571429	1	1986.497967	13735497.18	19.4998	33.119082
Sylvilagus_audubonii	Leporidae	148.227781926811	3	926.792	3745885.158	0.8896	2.826761
Sylvilagus_brasiliensis	Leporidae	216.120967741935	2.55	969.8600667	10294735.12	0.95	3.233242
Sylvilagus_floridanus	Leporidae	135.376014427412	5	1107.0505	7170567.901	1.1728	2.413643
Sylvilagus_palustris	Leporidae	209.738095238095	2.34	975.7717	361259.4191	1.5	1.666566
Sylvilagus_robustus	Leporidae	151.8125	5	1041.4111	38295.70396	1.3716	1.18337
Sylvisorex_granti	Soricidae	130.384615384615	1.89	426.9101194	30387.89608	0.004	0.061673
Sylvisorex_lunaris	Soricidae	156.588235294118	2.69	379.2929563	19747.43354	0.0185	0.150369
Sylvisorex_vulcanorum	Soricidae	164.807692307692	NA	426.9101194	24090.51154	0.0035	0.053833
Symphalangus_syndactylus	Hylobatidae	NA	1.02	4745	344927.2445	10	5.980303
Syncerus_caffer	Bovidae	216.581395348837	1.08	4169.76	8548118.376	580.0027	149.921799
Tachyoryctes_splendens	Spalacidae	169.308510638298	1.425	1032.923574	688968.5128	0.1835	0.202491
Tadarida_brasiliensis	Molossidae	172.100961538462	1.055	1821.51315	13946081.14	0.0125	0.481838
Tadarida_teniotis	Molossidae	130.558303886926	1	1427.913317	3756016.372	0.027	0.595444
Talpa_altaica	Talpidae	NA	4.47	1000.1	3185822.796	0.085	1.200913
Talpa_caeca	Talpidae	87.4666666666667	NA	1000.1	243641.9029	0.0925	0.727838
Talpa_caucasica	Talpidae	NA	3.99	1000.1	164823.7443	0.09	0.657259
Talpa_europaea	Talpidae	87.9148907103825	3.99	1000.1	6427030.346	0.077	0.823896
Talpa_levantis	Talpidae	NA	NA	1000.1	586659.544	0.09	0.864556
Talpa_occidentalis	Talpidae	119.532030401737	3.99	1000.1	477423.9222	0.0535	0.591954
Talpa_romana	Talpidae	NA	3.99	1000.1	98197.56345	0.0925	0.35191
Talpa_stankovici	Talpidae	NA	3.99	1000.1	50619.93881	0.072	0.44131
Tamandua_tetradactyla	Myrmecophagidae	237.553333333333	1	1854.65	12885950.98	5.5151	23.885696
Tamias_alpinus	Sciuridae	11.8192771084337	4.5	1101.109973	8897.146881	0.0366	0.116743
Tamias_amoenus	Sciuridae	49.3636363636364	5.19	806.0416667	1123794.93	0.0505	0.845606
Tamias_canipes	Sciuridae	92.3809523809524	4.445	1101.109973	19024.7962	0.0704	0.197414
Tamias_cinereicollis	Sciuridae	70.1783439490446	4.95	1101.109973	74517.80394	0.0617	0.246477
Tamias_dorsalis	Sciuridae	104.593939393939	5.13	1101.109973	664136.7212	0.0711	0.810002
Tamias_minimus	Sciuridae	38.4737492279185	4.95	1148.8483	5229711.348	0.1353	1.44423
Tamias_panamintinus	Sciuridae	83.990990990991	4.1	1101.109973	37518.45456	0.0523	0.193994
Tamias_quadrimaculatus	Sciuridae	79.7672413793103	5.1	1101.109973	25616.09829	0.0852	0.352743
Tamias_quadrivittatus	Sciuridae	63.9649595687332	4.13	1101.109973	297947.7681	0.0622	0.829217
Tamias_ruficaudus	Sciuridae	44.5586206896552	4.85	1105.95	154281.1457	0.068	0.304325
Tamias_rufus	Sciuridae	86.9818181818182	4.275	1101.109973	141886.3096	0.0536	0.49764
Tamias_senex	Sciuridae	69.6232558139535	4.33	1101.109973	99547.035	0.0893	0.56354
Tamias_sibiricus	Sciuridae	-40.5692307692308	4.825	1311.5224	14433815.01	0.085	0.869207
Tamias_siskiyou	Sciuridae	91.6	4.23	1101.109973	22556.70229	0.075	0.212092
Tamias_speciosus	Sciuridae	51.2076271186441	4.145	1101.109973	68027.89703	0.062	0.481439
Tamias_striatus	Sciuridae	82.9100084104289	4.22	1160.355	4202575.868	0.1119	1.32045
Tamias_townsendii	Sciuridae	75.1870229007634	4.23	1133.1875	151211.0639	0.0748	0.536161
Tamias_umbrinus	Sciuridae	32.8051948051948	5.15	1101.109973	296126.8428	0.063	0.830305
Tamiasciurus_douglasii	Sciuridae	74.5393103448276	5.425	1453.76635	510757.0166	0.225	0.67421
Tamiasciurus_hudsonicus	Sciuridae	37.79150390625	4.2	1453.76635	10330998.81	0.2012	0.43
Tamiops_macclellandii	Sciuridae	NA	2.355	1239.298869	1479583.296	NA	NA
Tamiops_maritimus	Sciuridae	183.5	3.125	1239.298869	1733851.059	0.0555	0.728854
Tamiops_rodolphii	Sciuridae	NA	NA	1239.298869	597766.5798	0.056	0.582125
Tamiops_swinhoei	Sciuridae	97.25	3.325	1239.298869	875428.5394	0.085	0.803469
Taphozous_melanopogon	Emballonuridae	263.288888888889	1	788.4	5686754.589	0.0259	0.634056
Tapirus_indicus	Tapiridae	NA	1	4015	90654.13769	296.25	26.22319
Tapirus_pinchaque	Tapiridae	100	1	4015	53647.45647	148.9498	19.507785
Tapirus_terrestris	Tapiridae	208.378666666667	1	4015	14895697.92	207.5009	68.552751
Tarsius_dentatus	Tarsiidae	NA	1	2190	35513.64417	0.107	0.407357
Tarsius_lariang	Tarsiidae	NA	NA	2190	3690.682902	0.11	0.329219
Tarsius_wallacei	Tarsiidae	NA	NA	2190	5529.744906	NA	NA
Tetracerus_quadricornis	Bovidae	258.666666666667	1.585	1637.317	2082933.202	19	11.973321
Thalpomys_lasiotis	Cricetidae	216	NA	589.3882991	561579.8661	0.024	0.352889
Theropithecus_gelada	Cercopithecidae	101.666666666667	1	4456.1902	105143.5383	17.0498	5.918404
Thomomys_atrovarius	NA	NA	NA	NA	NA	NA	NA
Thomomys_bottae	Geomyidae	139.853737113402	4.33	625.7925	1592425.415	0.1147	0.3
Thomomys_mazama	Geomyidae	72.9253731343284	3.79	608.8612	79653.08876	0.075	0.107003
Thomomys_sheldoni	NA	NA	NA	NA	NA	NA	NA
Thomomys_talpoides	Geomyidae	54.1639824304539	4.975	591.9299	2618939.815	0.1301	0.802567
Thomomys_umbrinus	Geomyidae	165.258064516129	3.05	608.8612	473456.9335	0.166	0.634626
Thrichomys_apereoides	Echimyidae	255.333333333333	3.15	953.4568	1308795.586	0.339	1.172468
Thryonomys_swinderianus	Thryonomyidae	244.508474576271	3.88	837.31	7635434.52	3.18	5.906793
Thylamys_cinderella	Didelphidae	195	13	642.840025	51138.92513	0.0349	0.27769
Thylamys_elegans	Didelphidae	145.051282051282	13	642.840025	143329.0096	0.0289	0.205329
Thylamys_pallidior	Didelphidae	NA	9.5	642.840025	1475895.786	0.0149	0.330559
Thylamys_pusillus	Didelphidae	239	NA	642.840025	267556.4024	0.041	0.40907
Thylamys_sponsorius	Didelphidae	150	NA	642.840025	218646.8212	0.0336	0.370863
Thylamys_venustus	Didelphidae	184.373134328358	13	642.840025	304538.4801	0.0279	0.353505
Thylogale_browni	Macropodidae	NA	1.01	1825	229238.0768	5.478	3.74122
Thylogale_brunii	Macropodidae	265.4	1	1825	110275.94	3.62	2.541222
Thylogale_stigmatica	Macropodidae	177.568306010929	1	1338.6623	223300.2743	4.6	1.892686
Thylogale_thetis	Macropodidae	159.046134663342	1	1574.197675	73912.27839	5.4	2.592671
Tlacuatzin_canescens	Didelphidae	NA	11	642.840025	484442.0152	0.06	0.578799
Tonkinomys_daovantieni	Muridae	NA	NA	639.6318318	118.0187997	0.1055	0.132801
Trachypithecus_francoisi	Cercopithecidae	NA	NA	4015	250916.2765	7.325	4.478839
Trachypithecus_geei	Cercopithecidae	NA	1.01	3650	7473.229989	8.35	5.58223
Trachypithecus_johnii	Cercopithecidae	NA	1	4015	17199.30293	11.921	3.285569
Trachypithecus_phayrei	Cercopithecidae	237.611111111111	1	4015	1159875.671	8.4	7.34127
Tragelaphus_imberbis	Bovidae	232.375	1	2555	1508765.518	81.5755	24.96914
Tragelaphus_scriptus	Bovidae	215	1	1914.548167	12260760.4	43.2504	7.135687
Tragelaphus_spekii	Bovidae	225.428571428571	1	2746.500967	4449857.392	77.9992	30.766649
Tragelaphus_strepsiceros	Bovidae	217.725352112676	1	3100.066667	6154804.612	213.501	261.109347
Tragulus_javanicus	Tragulidae	257.75	1	1825	133404.397	2.775	2.286386
Transandinomys_talamancae	Cricetidae	255.346153846154	NA	589.3882991	537791.7171	0.055	0.35445
Trichechus_manatus	Trichechidae	NA	1	7300	1779074.033	433.333	65.06424
Trinomys_eliasi	Echimyidae	NA	3	739.0095889	4206.405842	0.1679	0.230301
Trinomys_paratus	Echimyidae	NA	NA	739.0095889	28561.02527	0.1789	0.360693
Trinomys_setosus	Echimyidae	NA	NA	739.0095889	87307.97912	0.285	0.59374
Tscherskia_triton	Cricetidae	56.1111111111111	4.24	589.3882991	3148111.958	0.1665	0.956973
Tupaia_belangeri	Tupaiidae	228.652173913043	2	1458.084583	3009674.828	0.2	1.715472
Tupaia_glis	Tupaiidae	261.863636363636	2.22	1458.084583	634321.4249	0.1698	0.918503
Tupaia_longipes	Tupaiidae	NA	2.11	1458.084583	742495.5687	0.196	1.253408
Tupaia_minor	Tupaiidae	251.55	1.99	1458.084583	1281118.463	0.0643	0.743026
Tupaia_tana	Tupaiidae	249.142857142857	2.185	1458.084583	973210.7113	0.1978	1.335824
Tursiops_aduncus	Delphinidae	NA	1	6427.88	26517487.89	131.5919	213.007836
Tursiops_australis	NA	NA	NA	NA	NA	NA	NA
Tursiops_truncatus	Delphinidae	NA	1	6427.88	565046728.1	175	324.310926
Tylonycteris_robustula	Vespertilionidae	239.227272727273	2	2055.239876	2737946.297	0.0076	0.246231
Tympanoctomys_barrerae	Octodontidae	NA	NA	1310.04695	7518.574457	0.07	0.161046
Typhlomys_cinereus	Platacanthomyidae	NA	NA	717.7762436	1038695.753	0.0245	0.26143
Urocitellus_armatus	Sciuridae	30.45	5.45	859.7011	176417.9685	0.313	1.202748
Urocitellus_beldingi	Sciuridae	53.7537313432836	5.57	1053.682907	338169.894	0.2805	1.29965
Urocitellus_brunneus	Sciuridae	90	5.5	1053.682907	1287.181623	0.3	0.405661
Urocitellus_columbianus	Sciuridae	49.5757575757576	3.54	1053.682907	531448.7319	0.493	0.575114
Urocitellus_parryii	Sciuridae	-66.2074074074074	6.3	1053.682907	5419198.606	0.76	2.599461
Urocitellus_richardsonii	Sciuridae	36.15	7.23	1053.682907	898984.1145	0.406	3.833333333
Urocitellus_undulatus	Sciuridae	-36.53125	7.77	1053.682907	2315673.362	0.84	2.208583
Urocitellus_washingtoni	Sciuridae	107.833333333333	7.88	1053.682907	17282.41402	0.2075	0.575034
Urocyon_cinereoargenteus	Canidae	157.233118971061	3.895	1955.5492	9279460.029	3.8337	13.5
Urocyon_littoralis	Canidae	146.63963963964	2.385	1171.6557	915.9013991	1.896	1.316578
Uroderma_bilobatum	Phyllostomidae	253.932735426009	1	2064.27635	13055656.01	0.0167	0.565132
Uropsilus_aequodonenia	NA	NA	NA	NA	NA	NA	NA
Uropsilus_andersoni	Talpidae	NA	NA	759.1857214	4166.833364	0.0167	0.10062
Uropsilus_gracilis	Talpidae	70.8333333333333	NA	759.1857214	771267.6066	0.0184	0.330629
Uropsilus_investigator	Talpidae	NA	NA	759.1857214	3216.696517	0.0174	0.097695
Uropsilus_soricipes	Talpidae	68.6666666666667	NA	759.1857214	148976.1215	0.016	0.211903
Urotrichus_talpoides	Talpidae	102.511111111111	3.51	680.5528	288014.9567	0.045	0.376077
Ursus_americanus	Ursidae	45.2013498312711	2.465	4734.076867	9671259.719	99.9494	74.25
Ursus_arctos	Ursidae	13.4446384910933	2.27	5976.266667	30942776.04	180.5204	278.5
Ursus_maritimus	Ursidae	-91.5604395604396	1.66	5475	22405649.3	388.7504	1763.572308
Ursus_thibetanus	Ursidae	172.333333333333	1.67	3650	8754825.921	77.5	24.959854
Vampyressa_pusilla	Phyllostomidae	214.5	0.98	2064.27635	1121758.668	0.0086	0.14911
Vampyrodes_caraccioli	Phyllostomidae	249.440860215054	0.98	2064.27635	8452656.117	0.0347	0.498232
Varecia_variegata	Lemuridae	212	2.2	3285	9838.036541	3.35	3.984716
Vespertilio_murinus	Vespertilionidae	63.6941176470588	1.5	1599.6536	16353211.91	0.0187	0.646048
Vespertilio_sinensis	Vespertilionidae	NA	2	1599.6536	1567051.604	0.0245	0.463173
Viverra_tangalunga	Viverridae	251.352941176471	1.92	2153.5	1602133.984	6.885	11.446977
Viverricula_indica	Viverridae	230.805555555556	3.81	1658.835	8552320.035	2.9084	10.014448
Vormela_peregusna	Mustelidae	185.721518987342	5.76	1120.762778	8375413.375	0.4504	4.321175
Vulpes_cana	Canidae	216.704545454545	2	1401.15625	3165010.111	0.9369	9.80163
Vulpes_ferrilata	Canidae	NA	4.71	1427.3028	2243624.136	5	15.274292
Vulpes_lagopus	Canidae	NA	8.12	1871.187117	11741054.5	3.58437	36.026437
Vulpes_rueppellii	Canidae	220.282051282051	3	1729.495	12759389.8	2.865	48
Vulpes_vulpes	Canidae	93.2669066494095	4.7325	2105.3972	48974110.07	5.3182	82.2242434
Vulpes_zerda	Canidae	212.352941176471	2.36	1878.788155	8758262.537	1.1	5.75615
Wiedomys_cerradensis	NA	NA	NA	NA	3930.305662	0.0519	0.188301
Xeromys_myoides	Muridae	265.777777777778	2	624.3996409	12926.71516	0.041	0.212642
Xerospermophilus_mohavensis	Sciuridae	162.921052631579	6.325	1053.682907	41391.38616	0.19	0.544824
Xerospermophilus_spilosoma	Sciuridae	146.647368421053	6.77	1053.682907	1721669.321	0.089	1.027439
Xerospermophilus_tereticaudus	Sciuridae	204.72850678733	5.855	1208.53695	311042.9191	0.1565	0.809129
Xerus_erythropus	Sciuridae	254.283333333333	3.615	1103.687	8925161.188	0.5024	4.32308
Xerus_inauris	Sciuridae	196.5	2.12	1603.12755	1528089.141	0.529	2.592035
Xerus_princeps	Sciuridae	NA	2	1353.407275	240563.8069	0.636	1.933097
