species	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Platyrrhinus_fusciventris	NA	NA	NA
Platyrrhinus_guianensis	NA	NA	NA
Platyrrhinus_helleri	10186827.69	0.0135	0.473999
Platyrrhinus_infuscus	1485576.713	0.0502	0.665414
Platyrrhinus_ismaeli	131164.8438	0.0371	0.331126
Platyrrhinus_lineatus	5871325.198	0.0244	0.591381
Platyrrhinus_masu	174509.1231	0.027	0.293384
Platyrrhinus_matapalensis	81897.49632	0.018	0.197366
Platyrrhinus_nigellus	640565.8379	0.0216	0.341725
Platyrrhinus_nitelinea	NA	NA	NA
Platyrrhinus_recifinus	2038051.75	0.0177	0.391294
Platyrrhinus_umbratus	27027.03966	0.0245	0.18547
Platyrrhinus_vittatus	779702.1576	0.0414	0.518232
Plecotus_auritus	6516485.214	0.0078	0.301932
Plecotus_austriacus	3048429.448	0.0073	0.245569
Plecotus_balensis	1244.542226	0.0065	0.042264
Plecotus_christii	131222.9374	0.007	0.121195
Plecotus_kolombatovici	982679.6193	0.007	0.187196
Plecotus_macrobullaris	1012863.395	0.0085	0.213465
Plecotus_ognevi	5937165.287	0.0084	0.310359
Plecotus_sacrimontis	219890.9953	0.0093	0.162629
Plecotus_sardus	24035.63101	0.0098	0.104287
Plecotus_taivanus	36229.77248	0.0065	0.08752
Plecotus_teneriffae	3430.335095	0.008	0.060119
Plerotes_anchietae	806146.1083	0.038	0.315387
Podogymnura_aureospinula	1395.117195	0.247	0.448793
Podogymnura_truei	5360.67337	0.114	0.36514
Podomys_floridanus	69338.38961	0.0308	0.283231
Podoxymys_roraimae	242.6425774	0.0338	0.080655
Poecilogale_albinucha	5728632.373	0.34	3.322723
Poelagus_marjorita	142542.1657	2.5	2.189452
Pogonomelomys_brassi	108813.3199	0.1788	0.785372
Pogonomelomys_bruijnii	27251.66809	0.1788	0.582424
Pogonomelomys_mayeri	103627.2795	0.1097	0.586868
Pogonomys_championi	223.6167377	0.0505	0.062951
Pogonomys_fergussoniensis	2957.535158	0.1285	0.184131
Pogonomys_loriae	153021.8331	0.0951	0.365601
Pogonomys_macrourus	321293.9989	0.054	0.313941
Pogonomys_sylvestris	118706.1801	0.0434	0.224423
Poiana_leightoni	49988.77437	0.6	1.331575
Poiana_richardsonii	2044352.179	0.5	2.672151
Poliocitellus_franklinii	1657901.605	0.363	3.084764
Pongo_abelii	8231.844148	56.75	12.329873
Pongo_pygmaeus	233485.5598	57.15	19.741065
Pontoporia_blainvillei	375982.9922	40.5	39.842796
Porcula_salvania	888.7673225	7.718	2.421887
Potamochoerus_larvatus	6018421.767	48.7813	46.946781
Potamochoerus_porcus	4863053.137	70.0003	55.179235
Potamogale_velox	3854422.894	0.66	4.671756
Potorous_gilbertii	17.18025539	0.9625	0.312177
Potorous_longipes	4244.680933	1.9	1.554948
Potorous_platyops	NA	0.8	1.612011
Potorous_tridactylus	125650.8588	1.1	2.30207
Potos_flavus	12850636.38	3	8.892178
Praomys_coetzeei	NA	NA	NA
Praomys_daltoni	3215351.226	0.0385	0.674925
Praomys_degraaffi	451.5190568	0.0455	0.109415
Praomys_delectorum	56716.18293	0.036	0.271555
Praomys_derooi	315636.1445	0.032	0.367642
Praomys_hartwigi	7912.899099	0.0572	0.231606
Praomys_jacksoni	3793897.458	0.042	0.735349
Praomys_lukolelae	211390.3033	0.0416	0.392038
Praomys_minor	2716.652468	0.0428	0.15563
Praomys_misonnei	146107.6568	0.0391	0.349316
Praomys_morio	1361.906342	0.03	0.109303
Praomys_mutoni	316.712613	0.052	0.109435
Praomys_obscurus	3164.221613	0.0472	0.170147
Praomys_petteri	221413.0358	0.0428	0.402506
Praomys_rostratus	620332.5095	0.0358	0.453732
Praomys_tullbergi	945086.652	0.049	0.486481
Praomys_verschureni	344423.697	0.081	0.638935
Presbytis_chrysomelas	40398.17697	7	2.944513
Presbytis_comata	27398.1329	6.25	2.823123
Presbytis_femoralis	150468.0637	7	3.471326
Presbytis_frontata	320930.3147	6.05	4.249949
Presbytis_hosei	249606.6164	6.5	5.252783
Presbytis_melalophos	293652.3081	6.3	4.263478
Presbytis_natunae	1665.725213	4.92	1.217429
Presbytis_potenziani	6085.49274	6.45	1.993807
Presbytis_rubicunda	510271.7359	6.3	8.114055
Presbytis_siamensis	162805.1272	7	3.97848
Presbytis_thomasi	61318.04151	6.69	2.967224
Priodontes_maximus	9734879.17	45.3597	39.554679
Prionailurus_bengalensis	9584199.879	3.3	16.926278
Prionailurus_planiceps	155778.3158	6.75	10.413263
Prionailurus_rubiginosus	2439520.985	1.3844	6.813333
Prionailurus_viverrinus	587839.8557	9.1403	16.855574
Prionodon_linsang	1467223.404	0.7	3.938489
Prionodon_pardicolor	2363091.118	0.512	3.570459
Prionomys_batesi	163051.7512	0.0125	0.184373
Procapra_gutturosa	715461.1263	27.75	11.717761
Procapra_picticaudata	2406386.816	20	12.707267
Procapra_przewalskii	671.6489976	27.5	2.587965
Procavia_capensis	15894815.08	3.03	6.737846
Procolobus_badius	NA	7.7501	5.623975
Procolobus_gordonorum	NA	8.0234	5.633596
Procolobus_kirkii	NA	1.66	2.348788
Procolobus_pennantii	NA	10.896	6.707333
Procolobus_preussi	NA	9.75	6.239375
Procolobus_rufomitratus	NA	8	5.589332
Procolobus_verus	407324.7116	4	3.560512
Procyon_cancrivorus	13371879.16	6.9499	18.197474
Procyon_lotor	12433197.35	6.55	33
Procyon_pygmaeus	493.3397025	2.5	1.115678
Proechimys_brevicauda	1479599.024	0.285	1.024125
Proechimys_canicollis	33019.26574	0.285	0.481296
Proechimys_chrysaeolus	37511.61523	0.285	0.494737
Proechimys_cuvieri	3546903.494	0.33	1.209494
Proechimys_decumanus	31138.75308	0.285	0.47524
Proechimys_echinothrix	281144.479	0.3096	0.800049
Proechimys_gardneri	359438.3187	0.1856	0.635983
Proechimys_goeldii	1043141.351	0.285	1.014414
Proechimys_guairae	145228.759	0.4	0.687403
Proechimys_guyannensis	1517216.179	0.316	0.672324
Proechimys_hoplomyoides	304606.0741	0.285	0.777639
Proechimys_kulinae	87760.30392	0.1495	0.41625
Proechimys_longicaudatus	1364113.816	0.205	0.710708
Proechimys_magdalenae	NA	0.285	0.932629
Proechimys_mincae	395.4941746	0.285	0.185129
Proechimys_oconnelli	23062.05078	0.285	0.445405
Proechimys_pattoni	159574.0752	0.1782	0.52184
Proechimys_poliopus	NA	0.285	0.843509
Proechimys_quadruplicatus	1518829.933	0.285	1.10014
Proechimys_roberti	1724784.584	0.285	1.130766
Proechimys_semispinosus	365835.3972	0.285	0.524325
Proechimys_simonsi	1959926.037	0.285	0.938785
Proechimys_steerei	1699730.825	0.323	1.207859
Proechimys_trinitatus	4915.621269	0.319	0.339488
Proechimys_urichi	NA	0.285	0.897426
Proedromys_bedfordi	6720.194977	0.19	0.445778
Proedromys_liangshanensis	4039.490097	0.2105	0.258657
Prolagus_sardus	NA	0.35	0.743335
Prolemur_simus	1726.59283	2.35	0.815854
Prometheomys_schaposchnikowi	23692.96534	0.075	0.214355
Promops_centralis	4675330.774	0.0264	0.615318
Promops_nasutus	8125240.641	0.0152	0.486216
Pronolagus_crassicaudatus	199916.3242	2.089	2.13297
Pronolagus_randensis	632533.7935	2.335	2.908696
Pronolagus_rupestris	466606.5541	1.754	2.325696
Pronolagus_saundersiae	525986.0571	1.62	2.284166
Propithecus_candidus	1712.875704	5.75	1.334892
Propithecus_coquereli	31168.85465	3.9	2.015652
Propithecus_coronatus	45769.75811	3.9	2.190005
Propithecus_deckenii	26356.35566	4	1.971332
Propithecus_diadema	16600.6705	5.25	2.79951
Propithecus_edwardsi	3103.371676	5.75	1.517678
Propithecus_perrieri	63.05977784	4.35	0.560912
Propithecus_tattersalli	1742.611238	3.5	1.018609
Propithecus_verreauxi	68469.95706	3.25	1.835557
Prosciurillus_abstrusus	1551.24425	0.0792	0.122618
Prosciurillus_leucomus	172890.2989	0.128	0.442288
Prosciurillus_murinus	129528.8492	0.0729	0.304527
Prosciurillus_rosenbergii	563.4080969	0.2226	0.174341
Prosciurillus_weberi	111616.885	0.1329	0.410845
Proteles_cristata	6134178.419	10	19.496179
Protochromys_fellowsi	23049.56737	0.3696	0.514091
Protoxerus_aubinnii	319667.5735	0.35	0.880182
Protoxerus_stangeri	3434162.45	0.6215	2.018016
Psammomys_obesus	2332027.228	0.0627	0.523058
Psammomys_vexillaris	136032.5711	0.0225	0.160805
Pseudalopex_culpaeus	2686622.098	9.8324	24.525605
Pseudalopex_fulvipes	8746.877314	2.8375	3.203563
Pseudalopex_griseus	1623085.604	8.28	65
Pseudalopex_gymnocercus	2796307.086	4.69	15.372541
Pseudalopex_sechurae	74071.77786	4	6.336046
Pseudalopex_vetulus	1802327.192	5.35	15.216269
Pseudantechinus_bilarni	48666.82561	0.0275	0.225043
Pseudantechinus_macdonnellensis	904022.2008	0.0325	0.493207
Pseudantechinus_mimulus	5015.302424	0.017	0.105933
Pseudantechinus_ningbing	228549.6523	0.02	0.26826
Pseudantechinus_roryi	401436.5002	0.0235	0.336044
Pseudantechinus_woolleyae	650930.7651	0.04	0.525033
Pseudocheirus_occidentalis	18097.66298	0.9875	0.839531
Pseudocheirus_peregrinus	919353.1146	0.9	1.862657
Pseudochirops_albertisii	26085.54918	0.7849	0.800305
Pseudochirops_archeri	5268.479553	1.0915	0.679712
Pseudochirops_corinnae	187714.1461	1.123	1.493587
Pseudochirops_coronatus	7555.481344	1.5	0.875738
Pseudochirops_cupreus	200336.1255	1.7245	1.919542
Pseudochirulus_canescens	465219.6635	0.3	0.876582
Pseudochirulus_caroli	38430.40587	0.44	0.632108
Pseudochirulus_cinereus	906.0046641	1	0.442831
Pseudochirulus_forbesi	47773.18829	0.649	0.821115
Pseudochirulus_herbertensis	3470.533515	1.1105	0.627073
Pseudochirulus_larvatus	122661.8033	0.9488	1.241384
Pseudochirulus_mayeri	86025.6642	0.1518	0.417969
Pseudochirulus_schlegeli	10442.21801	0.2745	0.367663
Pseudohydromys_berniceae	NA	NA	NA
Pseudohydromys_carlae	NA	NA	NA
Pseudohydromys_eleanorae	NA	NA	NA
Pseudohydromys_ellermani	111015.0466	0.0188	0.2161
Pseudohydromys_fuscus	67789.55215	0.0258	0.233032
Pseudohydromys_germani	2799.391777	0.0168	0.091506
Pseudohydromys_murinus	54274.50314	0.0219	0.202139
Pseudohydromys_musseri	550.5509291	NA	NA
Pseudohydromys_occidentalis	1133.41875	0.0305	0.106056
Pseudohydromys_patriciae	NA	NA	NA
Pseudohydromys_pumehanae	NA	NA	NA
Pseudohydromys_sandrae	NA	NA	NA
Pseudois_nayaur	2960871.54	45	20.795532
Pseudomys_albocinereus	222879.0153	0.02	0.260292
Pseudomys_apodemoides	36086.93538	0.065	0.345911
Pseudomys_australis	201291.6057	0.0155	0.219925
Pseudomys_bolami	750404.787	0.0164	0.30183
Pseudomys_calabyi	15889.68544	0.012	0.109717
Pseudomys_chapmani	302397.6234	0.011	0.782611
Pseudomys_delicatulus	1854199.316	0.025	0.467564
Pseudomys_desertor	5202494.605	0.045	0.819081
Pseudomys_fieldi	42.38428862	0.07	0.084093
Pseudomys_fumeus	16757.72921	0.03	0.187935
Pseudomys_glaucus	NA	0.05	0.502813
Pseudomys_gouldii	NA	0.0748	0.597135
Pseudomys_gracilicaudatus	340651.1974	0.012	0.212677
Pseudomys_hermannsburgensis	3879600.095	0.067	0.966446
Pseudomys_higginsi	64638.41756	0.012	0.206763
Pseudomys_johnsoni	774844.4895	0.034	0.462145
Pseudomys_nanus	1018284.589	0.02	0.361353
Pseudomys_novaehollandiae	90458.58856	0.034	0.290647
Pseudomys_occidentalis	51762.45512	0.095	0.465082
Pseudomys_oralis	26698.33729	0.014	0.134098
Pseudomys_patrius	408245.7597	0.011	0.210365
Pseudomys_pilligaensis	6983.693301	0.07	0.253192
Pseudomys_shortridgei	32230.0493	0.158	0.56247
Pseudorca_crassidens	209180708.2	1360	1492.800115
Pseudoryx_nghetinhensis	14147.90028	85	9.31911
Pseudoryzomys_simplex	3151992.501	0.0513	0.792584
Ptenochirus_jagori	274342.9912	0.0773	0.369877
Ptenochirus_minor	120328.68	0.0363	0.203939
Pteralopex_anceps	8851.84515	0.5604	0.526151
Pteralopex_atrata	5554.89642	0.472	0.432759
Pteralopex_flanneryi	16496.88658	0.6702	0.664355
Pteralopex_pulchra	636.7339587	0.28	0.203184
Pteralopex_taki	3361.099112	0.2867	0.294831
Pteromys_momonga	169277.4852	0.1518	0.786409
Pteromys_volans	13656570.32	0.1438	7.33
Pteromyscus_pulverulentus	398491.9641	0.3343	0.899985
Pteronotus_davyi	3513958.671	0.0092	0.293814
Pteronotus_gymnonotus	3243109.032	0.0144	0.385131
Pteronotus_macleayii	121087.2849	0.0054	0.100812
Pteronotus_paraguanensis	144.5737674	0.0139	0.043277
Pteronotus_parnellii	8699564.153	0.0197	0.582933
Pteronotus_personatus	4805634.165	0.0087	0.303271
Pteronotus_quadridens	202600.7259	0.0052	0.109963
Pteronura_brasiliensis	6716223.819	23.9999	87.874878
Pteropus_admiralitatum	76834.84184	0.2999	0.594065
Pteropus_aldabrensis	160.4836243	0.305	0.158182
Pteropus_alecto	1369182.615	0.6436	1.686826
Pteropus_anetianus	11463.07024	0.426	0.478181
Pteropus_argentatus	NA	0.1727	0.470542
Pteropus_aruensis	7122.873499	0.7432	0.586725
Pteropus_brunneus	NA	0.2	0.462767
Pteropus_caniceps	24597.24611	0.505	0.619425
Pteropus_capistratus	43894.59295	0.223	0.446971
Pteropus_chrysoproctus	30169.38939	0.71	0.781347
Pteropus_cognatus	3430.708078	0.3025	0.305043
Pteropus_conspicillatus	230487.1213	0.7757	1.272773
Pteropus_dasymallus	38629.97729	0.435	0.628834
Pteropus_faunulus	584.6650794	0.288	0.202602
Pteropus_fundatus	327.5796728	0.2057	0.14846
Pteropus_giganteus	4039668.413	0.8042	2.409661
Pteropus_gilliardorum	3341.481509	0.4	0.353907
Pteropus_griseus	225094.2681	0.269	0.705594
Pteropus_howensis	3.938512459	0.2329	0.061208
Pteropus_hypomelanus	535900.3059	0.4281	1.099837
Pteropus_intermedius	51120.85068	0.9716	1.041174
Pteropus_keyensis	1085.380383	0.6588	0.365675
Pteropus_livingstonii	643.3951807	0.5885	0.306899
Pteropus_lombocensis	66736.90331	0.2503	0.521513
Pteropus_loochoensis	1214.375359	0.2996	0.242471
Pteropus_lylei	108121.9356	0.3167	0.659082
Pteropus_macrotis	802726.7524	0.357	1.085588
Pteropus_mahaganus	16505.81811	0.2514	0.386639
Pteropus_mariannus	1037.84405	0.4535	0.294675
Pteropus_melanopogon	56138.28562	0.86	0.993215
Pteropus_melanotus	7314.71291	0.375	0.404468
Pteropus_molossinus	350.8482947	0.178	0.139111
Pteropus_neohibernicus	848359.1574	0.9668	1.904435
Pteropus_niger	4458.241525	0.4563	0.405051
Pteropus_nitendiensis	518.1471902	0.265	0.18852
Pteropus_ocularis	27108.5446	0.22	0.399794
Pteropus_ornatus	18543.46421	0.33	0.460747
Pteropus_pelagicus	NA	0.2311	0.466185
Pteropus_pelewensis	461.7486531	0.2446	0.17593
Pteropus_personatus	25618.56553	0.1275	0.292223
Pteropus_pilosus	NA	0.44	0.72847
Pteropus_pohlei	2632.634343	0.343	0.30879
Pteropus_poliocephalus	250862.9908	0.7499	1.272281
Pteropus_pselaphon	72.40516566	0.3972	0.154121
Pteropus_pumilus	58722.07625	0.1834	0.427255
Pteropus_rayneri	29883.8734	0.7245	0.788498
Pteropus_rennelli	684.0345793	0.2964	0.212941
Pteropus_rodricensis	112.0885049	0.2538	0.132261
Pteropus_rufus	187351.3381	0.361	0.79779
Pteropus_samoensis	20374.25178	0.31	0.454254
Pteropus_scapulatus	3061534.136	0.4475	1.642043
Pteropus_seychellensis	2765.137872	0.457	0.365665
Pteropus_speciosus	3705.897	0.3239	0.322099
Pteropus_subniger	NA	0.13	0.374169
Pteropus_temminckii	27108.48655	0.25	0.429035
Pteropus_tokudae	NA	0.15	0.378538
Pteropus_tonganus	58482.56135	0.4183	0.673035
Pteropus_tuberculatus	183.2358988	0.2671	0.151276
Pteropus_ualanus	103.8757543	0.3489	0.155101
Pteropus_vampyrus	1969426.456	0.9359	2.243649
Pteropus_vetulus	16696.68824	0.148	0.289283
Pteropus_voeltzkowi	920.6181511	0.5275	0.312142
Pteropus_woodfordi	13879.14425	0.1193	0.246771
Pteropus_yapensis	99.35490303	0.3219	0.146935
Ptilocercus_lowii	353572.4015	0.0419	0.439906
Pudu_mephistophiles	132520.6928	9.6	4.53067
Pudu_puda	166751.5322	9.7499	3.980186
Puma_concolor	21655218.26	51.6	125.8181818
Punomys_kofordi	1066.9806	0.082	0.11529
Punomys_lemminus	3004.878018	0.0848	0.146873
Pusa_caspica	389064.2268	86	65.126096
Pusa_hispida	21990676.41	90.9	161.279328
Pusa_sibirica	32645.83601	90	39.270146
Pygathrix_cinerea	24971.49942	8.31	2.917709
Pygathrix_nemaeus	95149.30922	8.31	3.894833
Pygathrix_nigripes	96210.71458	8.31	3.904174
Pygeretmus_platyurus	926049.8723	0.0264	0.415276
Pygeretmus_pumilio	3489432.511	0.052	0.674628
Pygeretmus_zhitkovi	103020.5432	0.0565	0.400267
Pygoderma_bilabiatum	2987614.043	0.0185	0.281234
Rangifer_tarandus	18525465.69	86.034	404.739533
Raphicerus_campestris	4087329.64	10.5	11.503011
Raphicerus_melanotis	191226.6474	10.2499	5.084655
Raphicerus_sharpei	2491265.323	9.4999	8.487368
Rattus_adustus	405.278024	0.125	0.191089
Rattus_andamanensis	1761012.489	0.2161	1.597544
Rattus_annandalei	126660.2064	0.0546	0.410376
Rattus_arfakienis	83.27752301	0.1331	0.140772
Rattus_argentiventer	1727839.45	0.0637	0.788344
Rattus_arrogans	12374.28096	0.1088	0.369139
Rattus_baluensis	719.2534353	0.1148	0.205959
Rattus_blangorum	1553.865084	0.239	0.370742
Rattus_bontanus	2709.801907	0.1508	0.32082
Rattus_burrus	1707.28216	0.061	0.17258
Rattus_colletti	87099.04451	0.1314	0.627056
Rattus_elaphinus	4117.338099	0.305	0.526416
Rattus_enganus	405.278024	0.255	0.287885
Rattus_everetti	244279.8074	0.0473	0.457094
Rattus_exulans	3667012.16	0.306	0.695809
Rattus_feliceus	17634.11955	0.133	0.447245
Rattus_fuscipes	498099.6026	0.1167	0.478
Rattus_giluwensis	2290.074034	0.081	0.216434
Rattus_hainaldi	758.1606707	0.147	0.240128
Rattus_hoffmanni	171632.0952	0.165	0.827484
Rattus_hoogerwerfi	659.2964646	0.38	0.402194
Rattus_jobiensis	4856.944291	0.3785	0.617619
Rattus_koopmani	2380.658213	0.131	0.287725
Rattus_korinchi	461.4868136	0.1717	0.235864
Rattus_leucopus	371968.013	0.077	0.630999
Rattus_losea	2057976.741	0.224	1.686669
Rattus_lugens	6085.270649	0.106	0.311978
Rattus_lutreolus	261982.9433	0.2	1.012616
Rattus_macleari	NA	0.217	1.097657
Rattus_marmosurus	94919.68799	0.136	0.651568
Rattus_mindorensis	5077.029495	0.1072	0.301958
Rattus_mollicomulus	161.3277344	0.136	0.164403
Rattus_montanus	350.4297285	0.23	0.26292
Rattus_mordax	54194.87694	0.1483	0.60676
Rattus_morotaiensis	22582.56589	0.275	0.716287
Rattus_nativitatis	NA	0.0461	0.431971
Rattus_nikenii	NA	NA	NA
Rattus_niobe	111505.0734	0.1335	0.339775
Rattus_nitidus	3582273.926	0.3567	2.484016
Rattus_norvegicus	20405545.22	0.133	1.2382
Rattus_novaeguineae	35406.68423	0.0718	0.364769
Rattus_omichlodes	294.122512	0.093	0.150435
Rattus_osgoodi	6106.57682	0.491	0.753625
Rattus_palmarum	1106.851304	0.472	0.509502
Rattus_pelurus	2380.658213	0.0476	0.160786
Rattus_pococki	66099.64336	0.2041	0.760972
Rattus_praetor	314901.66	0.136	0.84415
Rattus_pyctoris	1969489.674	0.12	1.167058
Rattus_ranjiniae	56.58209151	0.1783	0.153201
Rattus_rattus	8107984.948	0.0643	0.809343
Rattus_richardsoni	7067.95554	0.334	0.623272
Rattus_salocco	1418.908526	0.18	0.30887
Rattus_satarae	3163.895671	0.1871	0.375522
Rattus_simalurensis	1855.867026	0.1575	0.303121
Rattus_sordidus	261360.8985	0.155	0.874157
Rattus_steini	237911.4931	0.323	1.306379
Rattus_stoicus	264.9852336	0.134	0.181446
Rattus_tanezumi	7534773.319	0.18	1.968522
Rattus_tawitawiensis	401.5719922	0.112	0.179044
Rattus_timorensis	386.1910699	0.13	0.193421
Rattus_tiomanicus	1515143.369	0.124	1.123787
Rattus_tunneyi	770571.8349	0.0673	0.683464
Rattus_vandeuseni	2040.358246	0.1085	0.249729
Rattus_verecundus	154822.1359	0.134	0.36501
Rattus_villosissimus	2175111.299	0.303	2.03065
Rattus_xanthurus	16081.32027	0.0411	0.223221
Ratufa_affinis	1353653.02	1.1563	3.958158
Ratufa_bicolor	2623135.252	2.05	6.345736
Ratufa_indica	359153.6381	1.06	2.827225
Ratufa_macroura	32214.43189	1.3271	1.911321
Redunca_arundinum	4939668.678	58.0003	26.719478
Redunca_fulvorufula	1055346.737	29.4999	13.181368
Redunca_redunca	5977307.127	44.0504	23.91842
Reithrodon_auritus	1193115.912	0.0709	0.484372
Reithrodon_typicus	311103.0405	0.0658	0.347713
Reithrodontomys_bakeri	872.3323002	0.0258	0.05829
Reithrodontomys_brevirostris	21098.98335	0.0129	0.079091
Reithrodontomys_burti	51949.72002	0.02	0.1224
Reithrodontomys_chrysopsis	54380.20605	0.019	0.120163
Reithrodontomys_creper	12443.59448	0.0228	0.096648
Reithrodontomys_darienensis	44150.1487	0.013	0.093158
Reithrodontomys_fulvescens	2652943.015	0.0114	0.423078
Reithrodontomys_gracilis	328674.3233	0.0123	0.13938
Reithrodontomys_hirsutus	8400.877671	0.02	0.08259
Reithrodontomys_humulis	1302986.838	0.0083	0.440363
Reithrodontomys_megalotis	5137632.84	0.0094	0.408981
Reithrodontomys_mexicanus	546387.9806	0.016	0.179859
Reithrodontomys_microdon	78496.18043	0.02	0.133811
Reithrodontomys_montanus	1854663.478	0.0109	0.436414
Reithrodontomys_musseri	NA	NA	NA
Reithrodontomys_paradoxus	239.3030828	0.0113	0.027946
Reithrodontomys_raviventris	974.8557442	0.0111	0.07404
Reithrodontomys_rodriguezi	1741.698472	0.0312	0.075164
Reithrodontomys_spectabilis	493.2603129	0.0202	0.045024
Reithrodontomys_sumichrasti	332206.5398	0.019	0.177617
Reithrodontomys_tenuirostris	13819.45029	0.02	0.091961
Reithrodontomys_zacatecae	213054.3214	0.0097	0.111326
Rhabdomys_pumilio	3306198.6	0.144	1.449395
Rhagomys_longilingua	2321.148747	0.03	0.122639
Rhagomys_rufescens	120431.2204	0.0212	0.235658
Rheithrosciurus_macrotis	742465.1849	1.225	2.108765
Rheomys_mexicanus	91.21418067	0.04	0.077287
Rheomys_raptor	12345.15943	0.038	0.215789
Rheomys_thomasi	24477.38647	0.04	0.258545
Rheomys_underwoodi	5413.238146	0.0662	0.258025
Rhinoceros_sondaicus	249.2365433	1750	20.700763
Rhinoceros_unicornis	2258.294956	1602.333	14.832158
Rhinolophus_acuminatus	1090673.507	0.0121	0.27217
Rhinolophus_adami	316.1979747	0.0058	0.02922
Rhinolophus_affinis	5562334.506	0.0136	0.417104
Rhinolophus_alcyone	2897039.92	0.0188	0.446118
Rhinolophus_arcuatus	365663.7569	0.0117	0.210365
Rhinolophus_beddomei	188353.5442	0.0145	0.208639
Rhinolophus_blasii	3431358.899	0.0097	0.302423
Rhinolophus_bocharicus	927250.8884	0.0152	0.302439
Rhinolophus_borneensis	753697.0549	0.0079	0.191064
Rhinolophus_canuti	5770.248393	0.0127	0.090528
Rhinolophus_capensis	244042.3198	0.0128	0.204237
Rhinolophus_celebensis	312331.5223	0.0067	0.142095
Rhinolophus_chaseni	NA	NA	NA
Rhinolophus_clivosus	3749957.665	0.0157	0.420099
Rhinolophus_coelophyllus	430973.6534	0.0071	0.15811
Rhinolophus_cognatus	2797.424466	0.0054	0.044686
Rhinolophus_cohenae	NA	NA	NA
Rhinolophus_convexus	7731.32985	0.0077	0.072771
Rhinolophus_creaghi	163838.1544	0.012	0.179785
Rhinolophus_darlingi	1372497.482	0.0095	0.244832
Rhinolophus_deckenii	160266.883	0.0168	0.222129
Rhinolophus_denti	1720677.811	0.0062	0.195413
Rhinolophus_eloquens	721487.9972	0.0191	0.333816
Rhinolophus_euryale	2997638.043	0.0082	0.263664
Rhinolophus_euryotis	897739.1744	0.0143	0.290546
Rhinolophus_ferrumequinum	9784967.376	0.0211	0.624896
Rhinolophus_formosae	36229.91477	0.02	0.175829
Rhinolophus_francisi	NA	NA	NA
Rhinolophus_fumigatus	8466626.308	0.0129	0.441461
Rhinolophus_guineensis	182988.4312	0.0104	0.167948
Rhinolophus_hildebrandtii	3223819.857	0.02599	0.562174
Rhinolophus_hilli	123.6769791	0.0165	0.046176
Rhinolophus_hillorum	26926.3327	0.0148	0.138705
Rhinolophus_hipposideros	6279650.438	0.0047	0.216292
Rhinolophus_huananus	NA	NA	NA
Rhinolophus_inops	139424.6053	0.0135	0.187283
Rhinolophus_kahuzi	NA	NA	NA
Rhinolophus_keyensis	54290.51488	0.0074	0.103809
Rhinolophus_landeri	12276355.62	0.0089	0.376815
Rhinolophus_lepidus	3543069.408	0.0057	0.216379
Rhinolophus_luctoides	NA	NA	NA
Rhinolophus_luctus	6858621.956	0.0335	0.778968
Rhinolophus_mabuensis	NA	NA	NA
Rhinolophus_maclaudi	8290.916983	0.0318	0.176595
Rhinolophus_macrotis	2358853.275	0.0062	0.209188
Rhinolophus_madurensis	4992.133834	0.0067	0.061123
Rhinolophus_maendeleo	2734.124684	0.006	0.050373
Rhinolophus_malayanus	1556154.396	0.0067	0.200991
Rhinolophus_marshalli	659624.5495	0.005	0.138355
Rhinolophus_megaphyllus	884459.7081	0.0101	0.23161
Rhinolophus_mehelyi	1985168.6	0.0123	0.313026
Rhinolophus_mitratus	95.70619781	0.019	0.048397
Rhinolophus_montanus	17.58920065	0.0067	0.018052
Rhinolophus_mossambicus	NA	NA	NA
Rhinolophus_nereis	1558.799452	0.0076	0.04906
Rhinolophus_osgoodi	136.5538295	0.0073	0.028258
Rhinolophus_paradoxolophus	426327.1818	0.0082	0.173041
Rhinolophus_pearsonii	3203842.972	0.0118	0.337974
Rhinolophus_philippinensis	250577.6086	0.0103	0.178631
Rhinolophus_pusillus	3976513.219	0.0072	0.257779
Rhinolophus_rex	53328.36513	0.0113	0.135744
Rhinolophus_robinsoni	47923.41867	0.0085	0.110464
Rhinolophus_rouxii	873077.6115	0.0118	0.255249
Rhinolophus_rufus	35163.73825	0.03	0.232385
Rhinolophus_ruwenzorii	25198.65787	0.0176	0.151053
Rhinolophus_sakejiensis	310.7499017	0.0141	0.051472
Rhinolophus_schnitzleri	NA	NA	NA
Rhinolophus_sedulus	816282.4434	0.0088	0.208341
Rhinolophus_shameli	774863.4186	0.0096	0.217861
Rhinolophus_shortridgei	1742878.286	0.0064	0.210803
Rhinolophus_siamensis	313755.9463	0.0051	0.12776
Rhinolophus_silvestris	138110.7714	0.0168	0.215107
Rhinolophus_simulator	1933461.877	0.0081	0.237959
Rhinolophus_sinicus	2185742.419	0.0116	0.311583
Rhinolophus_smithersi	NA	NA	NA
Rhinolophus_stheno	2229593.524	0.0079	0.241484
Rhinolophus_subbadius	76895.44533	0.0066	0.103978
Rhinolophus_subrufus	45849.88356	0.0145	0.154223
Rhinolophus_swinnyi	1362967.118	0.0071	0.202737
Rhinolophus_thailandensis	NA	NA	NA
Rhinolophus_thomasi	1421597.407	0.0083	0.226189
Rhinolophus_trifoliatus	1362570.562	0.0145	0.320789
Rhinolophus_virgo	286819.6072	0.006	0.129953
