Source	ID	MasterTax_Order	MasterTax_Family	MasterTax_SciName	matched_name	matching_source	NCBI_SciName	NCBI_Rank	NCBI_ID
IUCN	6802	DIPROTODONTIA	MACROPODIDAE	Dorcopsulus_vanheurni	Dorcopsulus_vanheurni	IUCN	Dorcopsulus_vanheurni	Species	69270
IUCN	6820	RODENTIA	SCIURIDAE	Dremomys_everetti	0	0	0	0	0
IUCN	136313	RODENTIA	SCIURIDAE	Dremomys_gularis	Dremomys_gularis	IUCN	Dremomys_gularis	Species	461707
IUCN	6821	RODENTIA	SCIURIDAE	Dremomys_lokriah	Dremomys_lokriah	IUCN	Dremomys_lokriah	Species	461708
IUCN	6822	RODENTIA	SCIURIDAE	Dremomys_pernyi	Dremomys_pernyi	IUCN	Dremomys_pernyi	Species	234634
IUCN	6822	RODENTIA	SCIURIDAE	Dremomys_pernyi	Dremomys_pernyi	MSW3	Dremomys_pernyi_owstoni	Subspecies	1049051
IUCN	6823	RODENTIA	SCIURIDAE	Dremomys_pyrrhomerus	Dremomys_pyrrhomerus	IUCN	Dremomys_pyrrhomerus	Species	461709
IUCN	6824	RODENTIA	SCIURIDAE	Dremomys_rufigenis	Dremomys_rufigenis	IUCN	Dremomys_rufigenis	Species	226546
IUCN	6834	MICROBIOTHERIA	MICROBIOTHERIIDAE	Dromiciops_gliroides	Dromiciops_gliroides	IUCN	Dromiciops_gliroides	Species	33562
IUCN	6859	RODENTIA	GLIRIDAE	Dryomys_laniger	0	0	0	0	0
IUCN	40767	RODENTIA	GLIRIDAE	Dryomys_niethammeri	0	0	0	0	0
IUCN	6858	RODENTIA	GLIRIDAE	Dryomys_nitedula	Dryomys_nitedula	IUCN	Dryomys_nitedula	Species	55145
IUCN	6858	RODENTIA	GLIRIDAE	Dryomys_nitedula	_Matched-manually-to-NCBI	MSW3	Dryomys_nitedula_tichomirowi	Subspecies	1517485
IUCN	6909	SIRENIA	DUGONGIDAE	Dugong_dugon	Dugong_dugon	IUCN	Dugong_dugon	Species	29137
IUCN	6923	CARNIVORA	CANIDAE	Dusicyon_australis	Dusicyon_australis	IUCN_EX	Dusicyon_australis	Species	673762
IUCN	136356	CHIROPTERA	PTEROPODIDAE	Dyacopterus_brooksi	0	0	0	0	0
IUCN	6931	CHIROPTERA	PTEROPODIDAE	Dyacopterus_spadiceus	Dyacopterus_spadiceus	IUCN	Dyacopterus_spadiceus	Species	326081
IUCN	41488	EULIPOTYPHLA	TALPIDAE	Dymecodon_pilirostris	Dymecodon_pilirostris	IUCN	Dymecodon_pilirostris	Species	182680
IUCN	6979	RODENTIA	ECHIMYIDAE	Echimys_chrysurus	Echimys_chrysurus	IUCN	Echimys_chrysurus	Species	30621
IUCN	6987	RODENTIA	ECHIMYIDAE	Echimys_saturnus	0	0	0	0	0
IUCN	136652	RODENTIA	ECHIMYIDAE	Echimys_vieirai	0	0	0	0	0
IUCN	40592	AFROSORICIDA	TENRECIDAE	Echinops_telfairi	Echinops_telfairi	IUCN	Echinops_telfairi	Species	9371
IUCN	40603	EULIPOTYPHLA	ERINACEIDAE	Echinosorex_gymnura	Echinosorex_gymnura	IUCN	Echinosorex_gymnura	Species	162630
IUCN	136230	RODENTIA	MURIDAE	Echiothrix_centrosa	0	0	0	0	0
IUCN	7014	RODENTIA	MURIDAE	Echiothrix_leucura	0	0	0	0	0
IUCN	7015	PERAMELEMORPHIA	PERAMELIDAE	Echymipera_clara	Echymipera_clara	IUCN	Echymipera_clara	Species	65610
IUCN	7017	PERAMELEMORPHIA	PERAMELIDAE	Echymipera_davidi	0	0	0	0	0
IUCN	7016	PERAMELEMORPHIA	PERAMELIDAE	Echymipera_echinista	0	0	0	0	0
IUCN	7018	PERAMELEMORPHIA	PERAMELIDAE	Echymipera_kalubu	Echymipera_kalubu	IUCN	Echymipera_kalubu	Species	42733
IUCN	7019	PERAMELEMORPHIA	PERAMELIDAE	Echymipera_rufescens	Echymipera_rufescens	COL	Echymipera_rufescens_australis	Subspecies	164528
IUCN	7019	PERAMELEMORPHIA	PERAMELIDAE	Echymipera_rufescens	Echymipera_rufescens	IUCN	Echymipera_rufescens	Species	65611
IUCN	7030	CHIROPTERA	PHYLLOSTOMIDAE	Ectophylla_alba	Ectophylla_alba	IUCN	Ectophylla_alba	Species	148036
IUCN	7083	CHIROPTERA	PTEROPODIDAE	Eidolon_dupreanum	Eidolon_dupreanum	IUCN	Eidolon_dupreanum	Species	58063
IUCN	7084	CHIROPTERA	PTEROPODIDAE	Eidolon_helvum	Eidolon_helvum	IUCN	Eidolon_helvum	Species	77214
IUCN	41644	CARNIVORA	MUSTELIDAE	Eira_barbara	Eira_barbara	IUCN	Eira_barbara	Species	204263
IUCN	7112	CETARTIODACTYLA	CERVIDAE	Elaphodus_cephalophus	Elaphodus_cephalophus	IUCN	Elaphodus_cephalophus	Species	109298
IUCN	7121	CETARTIODACTYLA	CERVIDAE	Elaphurus_davidianus	Elaphurus_davidianus	IUCN_EW	Elaphurus_davidianus	Species	43332
IUCN	42658	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_brachyrhynchus	Elephantulus_brachyrhynchus	IUCN	Elephantulus_brachyrhynchus	Species	113275
IUCN	7136	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_edwardii	Elephantulus_edwardii	IUCN	Elephantulus_edwardii	Species	28737
IUCN	42659	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_fuscipes	0	0	0	0	0
IUCN	42660	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_fuscus	0	0	0	0	0
IUCN	42661	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_intufi	Elephantulus_intufi	IUCN	Elephantulus_intufi	Species	113276
IUCN	42662	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_myurus	Elephantulus_myurus	IUCN	Elephantulus_myurus	Species	113277
IUCN	165924	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_pilicaudus	0	0	0	0	0
IUCN	7137	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_revoilii	0	0	0	0	0
IUCN	42663	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_rozeti	Elephantulus_rozeti	IUCN	Elephantulus_rozeti	Species	237658
IUCN	42664	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_rufescens	Elephantulus_rufescens	IUCN	Elephantulus_rufescens	Species	42151
IUCN	7138	MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus_rupestris	Elephantulus_rupestris	IUCN	Elephantulus_rupestris	Species	113278
IUCN	7140	PROBOSCIDEA	ELEPHANTIDAE	Elephas_maximus	Elephas_maximus	COL	Elephas_maximus_indicus	Subspecies	99487
IUCN	7140	PROBOSCIDEA	ELEPHANTIDAE	Elephas_maximus	Elephas_maximus	COL	Elephas_maximus_maximus	Subspecies	99488
IUCN	7140	PROBOSCIDEA	ELEPHANTIDAE	Elephas_maximus	Elephas_maximus	IUCN	Elephas_maximus	Species	9783
IUCN	7140	PROBOSCIDEA	ELEPHANTIDAE	Elephas_maximus	Elephas_maximus	MSW3	Elephas_maximus_asurus	Subspecies	363578
IUCN	7577	RODENTIA	CRICETIDAE	Eligmodontia_moreni	Eligmodontia_moreni	IUCN	Eligmodontia_moreni	Species	498182
IUCN	7578	RODENTIA	CRICETIDAE	Eligmodontia_morgani	Eligmodontia_morgani	IUCN	Eligmodontia_morgani	Species	89097
IUCN	7579	RODENTIA	CRICETIDAE	Eligmodontia_puerulus	Eligmodontia_puerulus	IUCN	Eligmodontia_puerulus	Species	118862
IUCN	7580	RODENTIA	CRICETIDAE	Eligmodontia_typus	Eligmodontia_typus	IUCN	Eligmodontia_typus	Species	56221
IUCN	7619	RODENTIA	GLIRIDAE	Eliomys_melanurus	Eliomys_melanurus	IUCN	Eliomys_melanurus	Species	221695
IUCN	136469	RODENTIA	GLIRIDAE	Eliomys_munbyanus	0	0	0	0	0
IUCN	7618	RODENTIA	GLIRIDAE	Eliomys_quercinus	Eliomys_quercinus	IUCN	Eliomys_quercinus	Species	53277
IUCN	136544	RODENTIA	NESOMYIDAE	Eliurus_antsingy	Eliurus_antsingy	IUCN	Eliurus_antsingy	Species	685570
IUCN	136251	RODENTIA	NESOMYIDAE	Eliurus_danieli	0	0	0	0	0
IUCN	136325	RODENTIA	NESOMYIDAE	Eliurus_ellermani	Eliurus_ellermani	IUCN	Eliurus_ellermani	Species	107274
IUCN	29460	RODENTIA	NESOMYIDAE	Eliurus_grandidieri	Eliurus_grandidieri	IUCN	Eliurus_grandidieri	Species	107282
IUCN	7622	RODENTIA	NESOMYIDAE	Eliurus_majori	Eliurus_majori	IUCN	Eliurus_majori	Species	107283
IUCN	7621	RODENTIA	NESOMYIDAE	Eliurus_minor	Eliurus_minor	IUCN	Eliurus_minor	Species	107284
IUCN	7623	RODENTIA	NESOMYIDAE	Eliurus_myoxinus	Eliurus_myoxinus	IUCN	Eliurus_myoxinus	Species	107285
IUCN	7624	RODENTIA	NESOMYIDAE	Eliurus_penicillatus	0	0	0	0	0
IUCN	136316	RODENTIA	NESOMYIDAE	Eliurus_petteri	0	0	0	0	0
IUCN	7625	RODENTIA	NESOMYIDAE	Eliurus_tanala	Eliurus_tanala	IUCN	Eliurus_tanala	Species	107286
IUCN	7626	RODENTIA	NESOMYIDAE	Eliurus_webbi	Eliurus_webbi	IUCN	Eliurus_webbi	Species	107287
IUCN	7653	RODENTIA	CRICETIDAE	Ellobius_alaicus	0	0	0	0	0
IUCN	7654	RODENTIA	CRICETIDAE	Ellobius_fuscocapillus	Ellobius_fuscocapillus	IUCN	Ellobius_fuscocapillus	Species	39084
IUCN	7655	RODENTIA	CRICETIDAE	Ellobius_lutescens	Ellobius_lutescens	IUCN	Ellobius_lutescens	Species	39086
IUCN	7656	RODENTIA	CRICETIDAE	Ellobius_talpinus	Ellobius_talpinus	IUCN	Ellobius_talpinus	Species	329620
IUCN	7657	RODENTIA	CRICETIDAE	Ellobius_tancrei	Ellobius_tancrei	IUCN	Ellobius_tancrei	Species	98658
IUCN	7670	CHIROPTERA	EMBALLONURIDAE	Emballonura_alecto	Emballonura_alecto	IUCN	Emballonura_alecto	Species	187004
IUCN	7671	CHIROPTERA	EMBALLONURIDAE	Emballonura_atrata	Emballonura_atrata	IUCN	Emballonura_atrata	Species	110940
IUCN	7672	CHIROPTERA	EMBALLONURIDAE	Emballonura_beccarii	Emballonura_beccarii	IUCN	Emballonura_beccarii	Species	446907
IUCN	7673	CHIROPTERA	EMBALLONURIDAE	Emballonura_dianae	Emballonura_dianae	IUCN	Emballonura_dianae	Species	1116478
IUCN	7667	CHIROPTERA	EMBALLONURIDAE	Emballonura_furax	0	0	0	0	0
IUCN	7674	CHIROPTERA	EMBALLONURIDAE	Emballonura_monticola	Emballonura_monticola	IUCN	Emballonura_monticola	Species	175525
IUCN	7668	CHIROPTERA	EMBALLONURIDAE	Emballonura_raffrayana	Emballonura_raffrayana	IUCN	Emballonura_raffrayana	Species	446908
IUCN	7669	CHIROPTERA	EMBALLONURIDAE	Emballonura_semicaudata	Emballonura_semicaudata	IUCN	Emballonura_semicaudata	Species	170234
IUCN	41528	CHIROPTERA	EMBALLONURIDAE	Emballonura_serii	Emballonura_serii	IUCN	Emballonura_serii	Species	450945
IUCN	136835	CHIROPTERA	EMBALLONURIDAE	Emballonura_tiavato	Emballonura_tiavato	IUCN	Emballonura_tiavato	Species	344223
IUCN	2130	CHIROPTERA	PHYLLOSTOMIDAE	Enchisthenes_hartii	Enchisthenes_hartii	IUCN	Artibeus_hartii	Species	27654
IUCN	7750	CARNIVORA	MUSTELIDAE	Enhydra_lutris	Enhydra_lutris	COL	Enhydra_lutris_kenyoni	Subspecies	391180
IUCN	7750	CARNIVORA	MUSTELIDAE	Enhydra_lutris	Enhydra_lutris	IUCN	Enhydra_lutris	Species	34882
IUCN	7781	RODENTIA	SCIURIDAE	Eoglaucomys_fimbriatus	Eoglaucomys_fimbriatus	IUCN	Eoglaucomys_fimbriatus	Species	226811
IUCN	7782	RODENTIA	CRICETIDAE	Eolagurus_luteus	Eolagurus_luteus	IUCN	Eolagurus_luteus	Species	685891
IUCN	7783	RODENTIA	CRICETIDAE	Eolagurus_przewalskii	Eolagurus_przewalskii	IUCN	Eolagurus_przewalskii	Species	1267393
IUCN	7786	CHIROPTERA	PTEROPODIDAE	Eonycteris_major	Eonycteris_major	IUCN	Eonycteris_major	Species	526811
IUCN	136768	CHIROPTERA	PTEROPODIDAE	Eonycteris_robusta	Eonycteris_robusta	IUCN	Eonycteris_robusta	Species	1091510
IUCN	7787	CHIROPTERA	PTEROPODIDAE	Eonycteris_spelaea	Eonycteris_spelaea	IUCN	Eonycteris_spelaea	Species	58065
IUCN	14118	RODENTIA	SPALACIDAE	Eospalax_fontanierii	Eospalax_fontanierii	IUCN	Eospalax_fontanierii	Species	146134
IUCN	14118	RODENTIA	SPALACIDAE	Eospalax_fontanierii	Eospalax_fontanierii	MSW3	Eospalax_baileyi	Species	146132
IUCN	14118	RODENTIA	SPALACIDAE	Eospalax_fontanierii	Eospalax_fontanierii	MSW3	Eospalax_cansus	Species	146133
IUCN	14118	RODENTIA	SPALACIDAE	Eospalax_fontanierii	Eospalax_fontanierii	MSW3	Eospalax_rufescens	Species	146137
IUCN	14121	RODENTIA	SPALACIDAE	Eospalax_rothschildi	Eospalax_rothschildi	IUCN	Eospalax_rothschildi	Species	146136
IUCN	14122	RODENTIA	SPALACIDAE	Eospalax_smithii	Eospalax_smithii	IUCN	Eospalax_smithii	Species	444095
IUCN	136507	RODENTIA	CRICETIDAE	Eothenomys_cachinus	Eothenomys_cachinus	IUCN	Eothenomys_cachinus	Species	259049
IUCN	7797	RODENTIA	CRICETIDAE	Eothenomys_chinensis	Eothenomys_chinensis	IUCN	Eothenomys_chinensis	Species	577681
IUCN	7798	RODENTIA	CRICETIDAE	Eothenomys_custos	Eothenomys_custos	IUCN	Eothenomys_custos	Species	259050
IUCN	7801	RODENTIA	CRICETIDAE	Eothenomys_melanogaster	Eothenomys_melanogaster	IUCN	Eothenomys_melanogaster	Species	82468
IUCN	7801	RODENTIA	CRICETIDAE	Eothenomys_melanogaster	Eothenomys_melanogaster	MSW3	Eothenomys_eleusis	Species	259053
IUCN	136275	RODENTIA	CRICETIDAE	Eothenomys_miletus	Eothenomys_miletus	IUCN	Eothenomys_miletus	Species	259054
IUCN	7802	RODENTIA	CRICETIDAE	Eothenomys_olitor	Eothenomys_olitor	IUCN	Eothenomys_olitor	Species	259051
IUCN	7803	RODENTIA	CRICETIDAE	Eothenomys_proditor	Eothenomys_proditor	IUCN	Eothenomys_proditor	Species	259052
IUCN	136196	RODENTIA	CRICETIDAE	Eothenomys_wardi	Eothenomys_wardi	IUCN	Eothenomys_wardi	Species	1256863
IUCN	7806	RODENTIA	DIPODIDAE	Eozapus_setchuanus	Eozapus_setchuanus	IUCN	Eozapus_setchuanus	Species	101673
IUCN	41428	EULIPOTYPHLA	SORICIDAE	Episoriculus_caudatus	Episoriculus_caudatus	IUCN	Episoriculus_caudatus	Species	62291
IUCN	41428	EULIPOTYPHLA	SORICIDAE	Episoriculus_caudatus	Episoriculus_caudatus	MSW3	Episoriculus_caudatus_soluensis	Subspecies	268765
IUCN	41429	EULIPOTYPHLA	SORICIDAE	Episoriculus_fumidus	Episoriculus_fumidus	IUCN	Episoriculus_fumidus	Species	150090
IUCN	41432	EULIPOTYPHLA	SORICIDAE	Episoriculus_leucops	Episoriculus_leucops	IUCN	Episoriculus_leucops	Species	862700
IUCN	41433	EULIPOTYPHLA	SORICIDAE	Episoriculus_macrurus	Episoriculus_macrurus	IUCN	Episoriculus_macrurus	Species	268760
IUCN	7899	RODENTIA	SCIURIDAE	Epixerus_ebii	Epixerus_ebii	IUCN	Epixerus_wilsoni	Species	226683
IUCN	7901	CHIROPTERA	PTEROPODIDAE	Epomophorus_angolensis	0	0	0	0	0
IUCN	136351	CHIROPTERA	PTEROPODIDAE	Epomophorus_anselli	0	0	0	0	0
IUCN	44697	CHIROPTERA	PTEROPODIDAE	Epomophorus_crypturus	0	0	0	0	0
IUCN	7903	CHIROPTERA	PTEROPODIDAE	Epomophorus_gambianus	Epomophorus_gambianus	IUCN	Epomophorus_gambianus	Species	372077
IUCN	7902	CHIROPTERA	PTEROPODIDAE	Epomophorus_grandis	0	0	0	0	0
IUCN	7904	CHIROPTERA	PTEROPODIDAE	Epomophorus_labiatus	Epomophorus_labiatus	IUCN	Epomophorus_labiatus	Species	903567
IUCN	7905	CHIROPTERA	PTEROPODIDAE	Epomophorus_minimus	0	0	0	0	0
IUCN	7906	CHIROPTERA	PTEROPODIDAE	Epomophorus_wahlbergi	Epomophorus_wahlbergi	IUCN	Epomophorus_wahlbergi	Species	58067
IUCN	7907	CHIROPTERA	PTEROPODIDAE	Epomops_buettikoferi	0	0	0	0	0
IUCN	7908	CHIROPTERA	PTEROPODIDAE	Epomops_dobsonii	0	0	0	0	0
IUCN	7909	CHIROPTERA	PTEROPODIDAE	Epomops_franqueti	Epomops_franqueti	IUCN	Epomops_franqueti	Species	77231
IUCN	7912	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_andinus	0	0	0	0	0
IUCN	7914	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bobrinskoi	Eptesicus_bobrinskoi	IUCN	Eptesicus_bobrinskoi	Species	1195382
IUCN	7915	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bottae	Eptesicus_bottae	IUCN	Eptesicus_bottae	Species	169057
IUCN	7915	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bottae	Eptesicus_bottae	MSW3	Eptesicus_bottae_anatolicus	Subspecies	342861
IUCN	7915	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bottae	Eptesicus_bottae	MSW3	Eptesicus_bottae_hingstoni	Subspecies	568167
IUCN	7915	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bottae	Eptesicus_bottae	MSW3	Eptesicus_bottae_innesi	Subspecies	568166
IUCN	7915	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bottae	Eptesicus_bottae	MSW3	Eptesicus_bottae_ognevi	Subspecies	568172
IUCN	7915	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bottae	Eptesicus_bottae	MSW3	Eptesicus_bottae_omanensis	Subspecies	1332043
IUCN	7915	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_bottae	Eptesicus_bottae	MSW3	Eptesicus_bottae_taftanimontis	Subspecies	568165
IUCN	7916	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_brasiliensis	Eptesicus_brasiliensis	IUCN	Eptesicus_brasiliensis	Species	177183
IUCN	136524	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_chiriquinus	Eptesicus_chiriquinus	IUCN	Eptesicus_chiriquinus	Species	409022
IUCN	7922	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_diminutus	Eptesicus_diminutus	IUCN	Eptesicus_diminutus	Species	159320
IUCN	7921	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_dimissus	Eptesicus_dimissus	IUCN	Eptesicus_dimissus	Species	712050
IUCN	7926	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_floweri	0	0	0	0	0
IUCN	7927	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_furinalis	Eptesicus_furinalis	IUCN	Eptesicus_furinalis	Species	124746
IUCN	7928	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_fuscus	Eptesicus_fuscus	IUCN	Eptesicus_fuscus	Species	29078
IUCN	41531	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_gobiensis	Eptesicus_gobiensis	IUCN	Eptesicus_gobiensis	Species	743491
IUCN	7929	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_guadeloupensis	0	0	0	0	0
IUCN	7931	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_hottentotus	Eptesicus_hottentotus	IUCN	Eptesicus_hottentotus	Species	258906
IUCN	7932	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_innoxius	0	0	0	0	0
IUCN	136823	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_japonensis	0	0	0	0	0
IUCN	7933	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_kobayashii	0	0	0	0	0
IUCN	7935	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_nasutus	Eptesicus_nasutus	IUCN	Eptesicus_nasutus	Species	568178
IUCN	7935	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_nasutus	Eptesicus_nasutus	MSW3	Eptesicus_nasutus_batinensis	Subspecies	1332055
IUCN	7935	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_nasutus	Eptesicus_nasutus	MSW3	Eptesicus_nasutus_matschiei	Subspecies	1332056
IUCN	7910	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_nilssonii	Eptesicus_nilssonii	IUCN	Eptesicus_nilssonii	Species	59451
IUCN	7936	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_pachyotis	0	0	0	0	0
IUCN	7937	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_platyops	0	0	0	0	0
IUCN	7911	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_serotinus	Eptesicus_serotinus	IUCN	Eptesicus_serotinus	Species	59452
IUCN	7911	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_serotinus	Eptesicus_serotinus	MSW3	Eptesicus_serotinus_serotinus	Subspecies	1332053
IUCN	7911	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_serotinus	Eptesicus_serotinus	MSW3	Eptesicus_serotinus_turcomanus	Subspecies	568170
IUCN	7911	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_serotinus	_Matched-manually-to-NCBI	REF--Juste et al. 2013	Eptesicus_serotinus_mirza	Subspecies	568171
IUCN	7942	CHIROPTERA	VESPERTILIONIDAE	Eptesicus_tatei	0	0	0	0	0
IUCN	7949	PERISSODACTYLA	EQUIDAE	Equus_africanus	Equus_africanus	COL	Equus_asinus	Species	9793
IUCN	7949	PERISSODACTYLA	EQUIDAE	Equus_africanus	Equus_africanus	COL	Equus_asinus_africanus	Subspecies	582580
IUCN	7949	PERISSODACTYLA	EQUIDAE	Equus_africanus	Equus_africanus	COL	Equus_asinus_somalicus	Subspecies	73336
IUCN	41763	PERISSODACTYLA	EQUIDAE	Equus_ferus	Equus_ferus_caballus	COL	Equus_caballus_ferus	Subspecies	1114792
IUCN	41763	PERISSODACTYLA	EQUIDAE	Equus_ferus	Equus_ferus	IUCN	Equus_przewalskii	Species	9798
IUCN	7950	PERISSODACTYLA	EQUIDAE	Equus_grevyi	Equus_grevyi	IUCN	Equus_grevyi	Species	9792
IUCN	7951	PERISSODACTYLA	EQUIDAE	Equus_hemionus	Equus_hemionus	IUCN	Equus_hemionus	Species	9794
IUCN	7951	PERISSODACTYLA	EQUIDAE	Equus_hemionus	Equus_hemionus	MSW3	Equus_hemionus_hemionus	Subspecies	1618199
IUCN	7951	PERISSODACTYLA	EQUIDAE	Equus_hemionus	Equus_hemionus	MSW3	Equus_hemionus_kulan	Subspecies	73334
IUCN	7951	PERISSODACTYLA	EQUIDAE	Equus_hemionus	Equus_hemionus	MSW3	Equus_hemionus_onager	Subspecies	221981
IUCN	7953	PERISSODACTYLA	EQUIDAE	Equus_kiang	Equus_kiang	IUCN	Equus_kiang	Species	94398
IUCN	41013	PERISSODACTYLA	EQUIDAE	Equus_quagga	Equus_quagga	IUCN	Equus_burchellii	Species	9790
IUCN	41013	PERISSODACTYLA	EQUIDAE	Equus_quagga	Equus_quagga	IUCN	Equus_burchellii_chapmani	Subspecies	192603
IUCN	41013	PERISSODACTYLA	EQUIDAE	Equus_quagga	_Matched-manually-to-NCBI	IUCN	Equus_burchellii_quagga	Subspecies	89252
IUCN	7960	PERISSODACTYLA	EQUIDAE	Equus_zebra	Equus_zebra	COL	Equus_zebra_hartmannae	Subspecies	73335
IUCN	7960	PERISSODACTYLA	EQUIDAE	Equus_zebra	Equus_zebra	IUCN	Equus_zebra	Species	9791
IUCN	7994	AFROSORICIDA	CHRYSOCHLORIDAE	Eremitalpa_granti	Eremitalpa_granti	IUCN	Eremitalpa_granti	Species	481707
IUCN	7995	RODENTIA	DIPODIDAE	Eremodipus_lichtensteini	Eremodipus_lichtensteini	IUCN	Eremodipus_lichtensteini	Species	35739
IUCN	15609	RODENTIA	CRICETIDAE	Eremoryzomys_polius	Eremoryzomys_polius	IUCN	Eremoryzomys_polius	Species	530169
IUCN	8004	RODENTIA	ERETHIZONTIDAE	Erethizon_dorsatum	Erethizon_dorsatum	IUCN	Erethizon_dorsatum	Species	34844
IUCN	8010	CARNIVORA	PHOCIDAE	Erignathus_barbatus	Erignathus_barbatus	IUCN	Erignathus_barbatus	Species	39304
IUCN	40604	EULIPOTYPHLA	ERINACEIDAE	Erinaceus_amurensis	Erinaceus_amurensis	IUCN	Erinaceus_amurensis	Species	757341
IUCN	40605	EULIPOTYPHLA	ERINACEIDAE	Erinaceus_concolor	Erinaceus_concolor	IUCN	Erinaceus_concolor	Species	37316
IUCN	40605	EULIPOTYPHLA	ERINACEIDAE	Erinaceus_concolor	_Matched-manually-to-NCBI	MSW3	Erinaceus_concolor_nesiotes	Subspecies	186445
IUCN	29650	EULIPOTYPHLA	ERINACEIDAE	Erinaceus_europaeus	Erinaceus_europaeus	IUCN	Erinaceus_europaeus	Species	9365
IUCN	136344	EULIPOTYPHLA	ERINACEIDAE	Erinaceus_roumanicus	Erinaceus_roumanicus	IUCN	Erinaceus_roumanicus	Species	1052165
IUCN	8032	RODENTIA	MURIDAE	Eropeplus_canus	0	0	0	0	0
IUCN	136247	CHIROPTERA	PHYLLOSTOMIDAE	Erophylla_bombifrons	_Matched-manually-to-NCBI	IUCN	Erophylla_bombifrons	Species	290569
IUCN	8033	CHIROPTERA	PHYLLOSTOMIDAE	Erophylla_sezekorni	Erophylla_sezekorni	IUCN	Erophylla_sezekorni	Species	148092
IUCN	8073	PRIMATES	CERCOPITHECIDAE	Erythrocebus_patas	Erythrocebus_patas	IUCN	Erythrocebus_patas	Species	9538
IUCN	8097	CETARTIODACTYLA	ESCHRICHTIIDAE	Eschrichtius_robustus	Eschrichtius_robustus	IUCN	Eschrichtius_robustus	Species	9764
IUCN	8153	CETARTIODACTYLA	BALAENIDAE	Eubalaena_australis	Eubalaena_australis	IUCN	Eubalaena_australis	Species	160595
IUCN	41712	CETARTIODACTYLA	BALAENIDAE	Eubalaena_glacialis	_Matched-manually-to-NCBI	IUCN	Eubalaena_glacialis	Species	27606
IUCN	41711	CETARTIODACTYLA	BALAENIDAE	Eubalaena_japonica	Eubalaena_japonica	IUCN	Eubalaena_japonica	Species	302098
IUCN	8162	RODENTIA	DIPODIDAE	Euchoreutes_naso	Euchoreutes_naso	IUCN	Euchoreutes_naso	Species	980894
IUCN	8166	CHIROPTERA	VESPERTILIONIDAE	Euderma_maculatum	Euderma_maculatum	IUCN	Euderma_maculatum	Species	153291
IUCN	8168	CHIROPTERA	VESPERTILIONIDAE	Eudiscopus_denticulus	Eudiscopus_denticulus	IUCN	Eudiscopus_denticulus	Species	633651
IUCN	8992	CETARTIODACTYLA	BOVIDAE	Eudorcas_albonotata	0	0	0	0	0
IUCN	8973	CETARTIODACTYLA	BOVIDAE	Eudorcas_rufifrons	Eudorcas_rufifrons	IUCN	Eudorcas_rufifrons	Species	69304
IUCN	8974	CETARTIODACTYLA	BOVIDAE	Eudorcas_rufina	0	0	0	0	0
IUCN	8982	CETARTIODACTYLA	BOVIDAE	Eudorcas_thomsonii	Eudorcas_thomsonii	IUCN	Eudorcas_thomsonii	Species	69308
