species	check
Rhipidomys_ipukensis	inFrame1
Rhipidomys_latimanus	inFrame1
Rhipidomys_macrurus	inFrame1
Rhipidomys_mastacalis	inFrame1
Rhizomys_pruinosus	inFrame1
Rhogeessa_aeneus	inFrame1
Rhogeessa_io	inFrame1
Rhogeessa_parvula	inFrame1
Rhogeessa_tumida	inFrame1
Rhombomys_opimus	inFrame1
Rhynchocyon_petersi	inFrame1
Rhynchonycteris_naso	inFrame1
Rousettus_aegyptiacus	inFrame1
Rousettus_amplexicaudatus	inFrame1
Rousettus_leschenaultii	inFrame1
Rousettus_madagascariensis	inFrame1
Rousettus_obliviosus	inFrame1
Rucervus_duvaucelii	notInFrame123
Rupicapra_pyrenaica	inFrame1
Rupicapra_rupicapra	inFrame1
Rusa_timorensis	inFrame1
Rusa_unicolor	inFrame1
Saccolaimus_saccolaimus	inFrame1
Saccopteryx_bilineata	inFrame1
Saccopteryx_leptura	inFrame1
Saccostomus_campestris	inFrame1
Saguinus_mystax	inFrame1
Saguinus_oedipus	inFrame1
Saiga_tatarica	inFrame1
Saimiri_boliviensis	inFrame1
Saimiri_oerstedii	inFrame1
Saimiri_sciureus	inFrame1
Saimiri_ustus	inFrame1
Sapajus_apella	inFrame1
Sapajus_flavius	inFrame1
Sapajus_libidinosus	inFrame1
Sapajus_nigritus	inFrame1
Sapajus_xanthosternos	inFrame1
Sarcophilus_harrisii	inFrame1
Saxatilomys_paulinae	inFrame1
Scalopus_aquaticus	inFrame1
Scapanulus_oweni	inFrame1
Scapanus_orarius	inFrame1
Scapteromys_tumidus	inFrame1
Scaptonyx_fusicaudus	inFrame1
Sciurus_aberti	inFrame1
Sciurus_carolinensis	inFrame1
Sciurus_lis	inFrame1
Sciurus_niger	inFrame1
Sciurus_vulgaris	inFrame1
Scotinomys_teguina	inFrame1
Scotinomys_xerampelinus	inFrame1
Scotonycteris_bergmansi	inFrame1
Scotonycteris_zenkeri	inFrame1
Scotophilus_andrewreborii	inFrame1
Scotophilus_dinganii	inFrame1
Scotophilus_kuhlii	inFrame1
Scotophilus_leucogaster	inFrame1
Scotophilus_nigrita	inFrame1
Scotophilus_nux	inFrame1
Scotophilus_trujilloi	inFrame1
Scotophilus_viridis	inFrame1
Semnopithecus_entellus	inFrame1
Semnopithecus_hypoleucos	inFrame1
Semnopithecus_priam	inFrame1
Sicista_kazbegica	inFrame1
Sicista_strandi	inFrame1
Sicista_subtilis	inFrame1
Sigmodon_arizonae	inFrame1
Sigmodon_hirsutus	notInFrame123
Sigmodon_hispidus	inFrame1
Sigmodon_mascotensis	inFrame1
Sigmodon_ochrognathus	inFrame1
Sigmodon_toltecus	notInFrame123
Smutsia_gigantea	inFrame1
Smutsia_temminckii	inFrame1
Solenodon_paradoxus	inFrame1
Sooretamys_angouya	inFrame1
Sorex_alpinus	inFrame1
Sorex_antinorii	inFrame1
Sorex_araneus	notInFrame123
Sorex_arcticus	inFrame1
Sorex_asper	inFrame1
Sorex_bairdi	inFrame1
Sorex_bedfordiae	inFrame1
Sorex_bendirii	inFrame1
Sorex_caecutiens	inFrame1
Sorex_camtschatica	inFrame1
Sorex_cinereus	inFrame1
Sorex_coronatus	inFrame1
Sorex_cylindricauda	inFrame1
Sorex_daphaenodon	inFrame1
Sorex_dispar	inFrame1
Sorex_excelsus	inFrame1
Sorex_fumeus	inFrame1
Sorex_gracillimus	inFrame1
Sorex_granarius	inFrame1
Sorex_haydeni	inFrame1
Sorex_hosonoi	inFrame1
Sorex_hoyi	inFrame1
Sorex_isodon	inFrame1
Sorex_jacksoni	inFrame1
Sorex_longirostris	inFrame1
Sorex_maritimensis	inFrame1
Sorex_milleri	inFrame1
Sorex_minutissimus	inFrame1
Sorex_minutus	inFrame1
Sorex_monticolus	inFrame1
Sorex_palustris	inFrame1
Sorex_portenkoi	inFrame1
Sorex_preblei	inFrame1
Sorex_pribilofensis	inFrame1
Sorex_raddei	inFrame1
Sorex_roboratus	inFrame1
Sorex_satunini	inFrame1
Sorex_shinto	inFrame1
Sorex_tenellus	inFrame1
Sorex_trowbridgii	inFrame1
Sorex_tundrensis	inFrame1
Sorex_ugyunak	inFrame1
Sorex_unguiculatus	inFrame1
Sorex_vagrans	inFrame1
Sorex_volnuchini	inFrame1
Sorex_yukonicus	inFrame1
Soriculus_nigrescens	inFrame1
Sotalia_guianensis	inFrame1
Sousa_chinensis	inFrame1
Spalax_ehrenbergi	inFrame1
Spalax_graecus	inFrame1
Spalax_leucodon	inFrame1
Spalax_nehringi	inFrame1
Spermophilus_alashanicus	inFrame1
Spermophilus_citellus	inFrame1
Spermophilus_erythrogenys	inFrame1
Spermophilus_taurensis	inFrame1
Spermophilus_xanthoprymnus	inFrame1
Spilogale_gracilis	inFrame1
Spilogale_putorius	inFrame1
Stenella_attenuata	inFrame1
Stenella_clymene	inFrame1
Stenella_coeruleoalba	inFrame1
Stenella_longirostris	inFrame1
Steno_bredanensis	inFrame1
Stenocephalemys_albipes	inFrame1
Stenocephalemys_albocaudata	inFrame1
Stenocephalemys_griseicauda	inFrame1
Sturnira_bogotensis	inFrame1
Sturnira_erythromos	inFrame1
Sturnira_hondurensis	inFrame1
Sturnira_lilium	inFrame1
Sturnira_luisi	inFrame1
Sturnira_magna	inFrame1
Sturnira_oporaphilum	inFrame1
Sturnira_parvidens	inFrame1
Sturnira_paulsoni	inFrame1
Sturnira_tildae	inFrame1
Submyotodon_latirostris	inFrame1
Suncus_etruscus	inFrame1
Suncus_madagascariensis	inFrame1
Suncus_megalura	inFrame1
Suncus_montanus	inFrame1
Suncus_murinus	notInFrame123
Suncus_varilla	inFrame1
Sundamys_muelleri	inFrame1
Sundasciurus_hippurus	inFrame1
Sundasciurus_lowii	inFrame1
Sundasciurus_tenuis	inFrame1
Sus_barbatus	inFrame1
Sus_celebensis	inFrame1
Sus_scrofa	inFrame1
Sylvicapra_grimmia	inFrame1
Sylvilagus_audubonii	inFrame1
Sylvilagus_brasiliensis	inFrame1
Sylvilagus_floridanus	inFrame1
Sylvilagus_palustris	inFrame1
Sylvilagus_robustus	inFrame1
Sylvisorex_granti	inFrame1
Sylvisorex_johnstoni	inFrame1
Sylvisorex_lunaris	inFrame1
Sylvisorex_vulcanorum	inFrame1
Symphalangus_syndactylus	inFrame1
Synaptomys_borealis	inFrame1
Syncerus_caffer	inFrame1
Tachyoryctes_splendens	inFrame1
Tadarida_brasiliensis	inFrame1
Tadarida_teniotis	inFrame1
Talpa_altaica	inFrame1
Talpa_caeca	inFrame1
Talpa_caucasica	inFrame1
Talpa_europaea	inFrame1
Talpa_levantis	inFrame1
Talpa_occidentalis	inFrame1
Talpa_romana	inFrame1
Talpa_stankovici	inFrame1
Tamandua_tetradactyla	inFrame1
Tamias_alpinus	inFrame1
Tamias_amoenus	inFrame1
Tamias_canipes	inFrame1
Tamias_cinereicollis	inFrame1
Tamias_dorsalis	inFrame1
Tamias_minimus	inFrame1
Tamias_obscurus	inFrame1
Tamias_panamintinus	inFrame1
Tamias_quadrimaculatus	inFrame1
Tamias_quadrivittatus	inFrame1
Tamias_ruficaudus	inFrame1
Tamias_rufus	inFrame1
Tamias_senex	inFrame1
Tamias_sibiricus	inFrame1
Tamias_siskiyou	inFrame1
Tamias_sonomae	inFrame1
Tamias_speciosus	inFrame1
Tamias_striatus	inFrame1
Tamias_townsendii	inFrame1
Tamias_umbrinus	inFrame1
Tamiasciurus_douglasii	inFrame1
Tamiasciurus_hudsonicus	inFrame1
Tamiops_macclellandii	inFrame1
Tamiops_maritimus	inFrame1
Tamiops_rodolphii	inFrame1
Tamiops_swinhoei	inFrame1
Taphozous_melanopogon	inFrame1
Tapirus_indicus	inFrame1
Tapirus_pinchaque	inFrame1
Tapirus_terrestris	inFrame1
Tarsius_dentatus	inFrame1
Tarsius_lariang	inFrame1
Tarsius_wallacei	inFrame1
Tetracerus_quadricornis	inFrame1
Thalpomys_lasiotis	inFrame1
Theropithecus_gelada	inFrame1
Thomasomys_cinnameus	inFrame1
Thomomys_atrovarius	inFrame1
Thomomys_bottae	inFrame1
Thomomys_mazama	inFrame1
Thomomys_sheldoni	inFrame1
Thomomys_talpoides	inFrame1
Thomomys_umbrinus	inFrame1
Thrichomys_apereoides	inFrame1
Thrichomys_inermis	inFrame1
Thryonomys_swinderianus	inFrame1
Thylamys_cinderella	inFrame1
Thylamys_elegans	notInFrame123
Thylamys_pallidior	inFrame1
Thylamys_pusillus	inFrame1
Thylamys_sponsorius	inFrame1
Thylamys_tatei	inFrame1
Thylamys_venustus	inFrame1
Thylogale_billardierii	inFrame1
Thylogale_browni	inFrame1
Thylogale_brunii	inFrame1
Thylogale_lanatus	inFrame1
Thylogale_stigmatica	inFrame1
Thylogale_thetis	inFrame1
Tlacuatzin_canescens	inFrame1
Tonkinomys_daovantieni	inFrame1
Trachops_cirrhosus	inFrame1
Trachypithecus_francoisi	inFrame1
Trachypithecus_geei	inFrame1
Trachypithecus_johnii	inFrame1
Trachypithecus_obscurus	inFrame1
Trachypithecus_phayrei	inFrame1
Tragelaphus_imberbis	inFrame1
Tragelaphus_scriptus	inFrame1
Tragelaphus_spekii	inFrame1
Tragelaphus_strepsiceros	inFrame1
Tragulus_javanicus	inFrame1
Transandinomys_talamancae	inFrame1
Trichechus_manatus	inFrame1
Trichosurus_caninus	inFrame1
Trinomys_dimidiatus	inFrame1
Trinomys_eliasi	inFrame1
Trinomys_iheringi	inFrame1
Trinomys_paratus	inFrame1
Trinomys_setosus	inFrame1
Tscherskia_triton	inFrame1
Tupaia_belangeri	inFrame1
Tupaia_glis	inFrame1
Tupaia_longipes	inFrame1
Tupaia_minor	inFrame1
Tupaia_tana	inFrame1
Tursiops_aduncus	inFrame1
Tursiops_australis	inFrame1
Tursiops_truncatus	inFrame1
Tylonycteris_robustula	inFrame1
Tympanoctomys_barrerae	inFrame1
Typhlomys_cinereus	inFrame1
Urocitellus_armatus	inFrame1
Urocitellus_beldingi	inFrame1
Urocitellus_brunneus	inFrame1
Urocitellus_columbianus	inFrame1
Urocitellus_elegans	inFrame1
Urocitellus_mollis	inFrame1
Urocitellus_parryii	inFrame1
Urocitellus_richardsonii	inFrame1
Urocitellus_undulatus	inFrame1
Urocitellus_washingtoni	inFrame1
Urocyon_cinereoargenteus	inFrame1
Urocyon_littoralis	inFrame1
Uroderma_bilobatum	inFrame1
Uropsilus_aequodonenia	inFrame1
Uropsilus_andersoni	inFrame1
Uropsilus_gracilis	inFrame1
Uropsilus_investigator	inFrame1
Uropsilus_soricipes	inFrame1
Urotrichus_talpoides	inFrame1
Ursus_americanus	notInFrame123
Ursus_arctos	notInFrame123
Ursus_maritimus	notInFrame123
Ursus_thibetanus	inFrame1
Vampyressa_pusilla	inFrame1
Vampyrodes_caraccioli	inFrame1
Varecia_variegata	inFrame1
Vespertilio_murinus	inFrame1
Vespertilio_sinensis	inFrame1
Viverra_tangalunga	inFrame1
Viverricula_indica	inFrame1
Volemys_musseri	inFrame1
Vormela_peregusna	inFrame1
Vulpes_cana	inFrame1
Vulpes_corsac	inFrame1
Vulpes_ferrilata	inFrame1
Vulpes_lagopus	inFrame1
Vulpes_rueppellii	inFrame1
Vulpes_vulpes	inFrame1
Vulpes_zerda	inFrame1
Wiedomys_cerradensis	inFrame1
Xeromys_myoides	inFrame1
Xerospermophilus_mohavensis	inFrame1
Xerospermophilus_perotensis	inFrame1
Xerospermophilus_spilosoma	inFrame1
Xerospermophilus_tereticaudus	inFrame1
Xerus_erythropus	inFrame1
Xerus_inauris	inFrame1
Xerus_princeps	inFrame1
Zalophus_californianus	inFrame1
Zalophus_wollebaeki	inFrame1
Zapus_hudsonius	inFrame1
Zapus_princeps	inFrame1
Zapus_trinotatus	inFrame1
Zelotomys_hildegardeae	inFrame1
Ziphius_cavirostris	inFrame1
Zygodontomys_brevicauda	inFrame1
